HALSTEAD_LEVEL,PARAMETER_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,NUM_UNIQUE_OPERATORS,LOC_EXECUTABLE,NODE_COUNT,ESSENTIAL_COMPLEXITY,DESIGN_COMPLEXITY,BRANCH_COUNT,CALL_PAIRS,NORMALIZED_CYLOMATIC_COMPLEXITY,MODIFIED_CONDITION_COUNT,DECISION_COUNT,MAINTENANCE_SEVERITY,MULTIPLE_CONDITION_COUNT,CONDITION_COUNT,DESIGN_DENSITY,LOC_COMMENTS,NUM_UNIQUE_OPERANDS,Defective
0.08,1,3,0.23,15,2,11,3,2,5,5,0.17,2,2,1.0,3,6,0.67,2,17,N
0.05,4,4,0.21,16,2,10,4,2,7,2,0.17,3,2,1.0,4,8,0.5,1,24,N
0.19,2,3,0.75,7,1,10,1,1,5,1,0.5,2,4,0.33,4,8,0.33,0,8,N
0.05,2,7,0.7,13,1,20,7,1,13,2,0.54,6,8,1.0,10,20,0.14,1,12,N
0.02,3,35,0.28,35,19,110,26,26,67,12,0.24,31,38,0.74,50,100,0.74,18,78,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,2,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,2,N
0.19,1,2,1.0,8,0,6,1,2,3,1,1.0,1,2,0.5,2,4,1.0,0,3,N
0.14,2,2,1.0,8,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,4,N
0.13,2,2,1.0,11,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,5,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.06,2,2,1.0,9,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.2,1,2,1.0,2,4,1.0,0,2,N
0.14,2,2,0.4,8,1,8,1,1,3,3,0.29,1,2,0.5,2,4,0.5,0,5,N
0.08,2,4,0.2,13,4,13,1,3,6,5,0.17,1,2,0.25,2,4,0.75,1,8,N
0.33,0,2,0.67,6,1,6,1,2,3,2,0.2,1,2,0.5,2,4,1.0,5,2,N
0.4,0,2,0.5,5,2,6,1,2,3,2,0.2,1,2,0.5,2,4,1.0,4,2,N
0.2,0,2,1.0,6,1,6,1,1,3,0,0.25,1,2,0.5,2,4,0.5,4,3,N
0.1,4,2,0.22,13,2,8,1,1,3,1,0.12,1,2,0.5,2,4,0.5,3,11,N
0.02,0,144,0.22,31,105,568,124,115,287,74,0.19,143,284,0.86,285,570,0.8,111,245,N
0.07,0,3,0.43,11,1,11,3,3,5,3,0.3,2,4,1.0,4,8,1.0,1,4,N
0.17,2,2,0.5,9,1,6,1,2,3,2,0.29,1,2,0.5,2,4,1.0,1,7,N
0.03,3,16,0.4,20,6,47,15,12,31,6,0.37,15,20,0.94,25,50,0.75,1,25,N
0.04,3,15,0.38,17,6,46,14,11,29,6,0.35,14,20,0.93,24,48,0.73,1,24,N
0.03,3,16,0.4,20,6,47,15,12,31,6,0.37,15,20,0.94,25,50,0.75,1,25,N
0.07,4,7,0.18,13,4,44,1,4,13,13,0.15,6,12,0.14,12,24,0.57,5,26,N
0.05,0,11,0.31,18,4,44,5,8,21,15,0.28,9,16,0.45,17,34,0.73,3,23,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,2,3,0.6,9,1,9,3,3,5,3,0.43,2,2,1.0,3,6,1.0,0,7,N
0.18,3,3,0.6,9,1,9,3,3,5,3,0.38,2,2,1.0,3,6,1.0,0,8,N
0.11,0,3,0.75,8,1,15,1,3,5,4,0.5,2,4,0.33,4,8,1.0,0,6,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.11,0,3,0.3,11,4,9,1,1,5,1,0.25,1,2,0.33,2,4,0.33,0,3,N
0.25,0,2,1.0,8,0,5,1,2,3,1,2.0,1,2,0.5,2,4,1.0,0,2,N
0.17,1,3,0.5,7,2,8,1,2,5,1,0.38,2,4,0.33,4,8,0.67,0,3,N
0.19,3,2,0.4,8,2,6,1,1,3,1,0.29,1,2,0.5,2,4,0.5,0,6,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.15,1,2,0.67,8,1,5,1,1,3,0,0.4,2,2,0.5,3,6,0.5,0,3,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.4,1,2,1.0,5,1,6,1,2,3,1,0.5,1,2,0.5,2,4,1.0,0,4,N
0.33,0,2,1.0,6,1,6,1,2,3,1,0.5,1,2,0.5,2,4,1.0,0,3,N
0.18,2,3,0.6,9,2,8,1,2,5,2,0.43,2,2,0.33,3,6,0.67,0,9,N
0.3,3,2,0.4,6,2,6,1,1,3,1,0.29,1,2,0.5,2,4,0.5,0,8,N
0.23,1,2,0.25,7,3,8,1,1,3,2,0.2,1,2,0.5,2,4,0.5,0,9,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.33,0,2,0.67,6,1,5,1,2,3,1,0.22,1,2,0.5,2,4,1.0,4,2,N
0.33,1,2,0.67,6,1,5,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,1,3,0.6,9,1,10,1,2,5,2,0.27,2,4,0.33,4,8,0.67,4,6,N
0.25,0,2,1.0,6,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,3,N
0.19,2,3,0.3,7,3,9,1,3,5,3,0.25,2,4,0.33,4,8,1.0,0,10,N
0.2,3,3,0.3,7,3,9,1,3,5,3,0.25,2,4,0.33,4,8,1.0,0,11,N
0.13,1,3,1.5,9,1,7,3,1,5,0,0.75,2,2,1.0,3,6,0.33,0,4,N
0.29,0,2,0.67,7,1,5,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,3,N
0.29,0,2,0.67,7,1,6,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,0,2,0.5,7,1,5,1,2,3,1,0.2,1,2,0.5,2,4,1.0,4,3,N
0.33,0,1,0.5,6,1,3,1,1,1,1,0.25,1,2,1.0,2,4,1.0,0,1,N
0.09,1,8,0.4,17,2,22,5,7,12,9,0.33,3,6,0.63,6,12,0.88,2,15,N
0.08,2,3,0.2,11,3,17,1,3,5,8,0.15,2,4,0.33,4,8,1.0,3,7,N
0.14,2,2,1.0,8,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,4,N
0.13,2,2,1.0,11,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,5,N
0.25,2,1,0.5,8,1,3,1,1,1,1,0.25,1,2,1.0,2,4,1.0,0,3,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,2,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,2,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.06,2,2,1.0,9,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.2,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.07,2,3,1.5,9,1,6,1,1,5,0,0.75,3,2,0.33,4,8,0.33,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.25,2,1,0.5,8,1,3,1,1,1,1,0.13,1,2,1.0,2,4,1.0,4,3,N
0.17,2,2,1.0,6,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.19,1,2,1.0,8,0,6,1,2,3,1,1.0,1,2,0.5,2,4,1.0,0,3,N
0.14,2,2,0.4,8,1,8,1,1,3,3,0.29,1,2,0.5,2,4,0.5,0,5,N
0.08,2,4,0.2,13,4,13,1,3,6,5,0.17,1,2,0.25,2,4,0.75,1,8,N
0.04,2,4,0.27,15,3,13,1,3,7,2,0.24,3,6,0.25,6,12,0.75,0,8,N
0.04,2,4,0.27,16,3,14,1,3,7,3,0.24,3,6,0.25,6,12,0.75,0,10,N
0.33,0,2,0.67,6,1,6,1,2,3,2,0.2,1,2,0.5,2,4,1.0,5,2,N
0.4,0,2,0.5,5,2,6,1,2,3,2,0.2,1,2,0.5,2,4,1.0,4,2,N
0.2,0,2,1.0,6,1,6,1,1,3,0,0.25,1,2,0.5,2,4,0.5,4,3,N
0.5,0,2,0.5,4,1,6,1,2,3,2,0.33,1,2,0.5,2,4,1.0,0,4,N
0.14,0,2,0.5,8,1,9,1,2,3,2,0.33,1,2,0.5,2,4,1.0,0,5,N
0.06,2,3,0.33,17,1,8,1,3,5,2,0.27,2,4,0.33,4,8,1.0,0,10,N
0.06,1,2,0.33,15,1,5,1,2,3,1,0.25,1,2,0.5,2,4,1.0,0,6,N
0.04,1,5,0.29,16,3,15,1,2,9,1,0.24,4,8,0.2,8,16,0.4,2,7,N
0.07,0,3,0.23,11,2,20,1,3,5,12,0.16,2,4,0.33,4,8,1.0,4,9,N
0.09,2,3,1.0,10,0,8,1,3,5,3,3.0,3,2,0.33,4,8,1.0,0,5,N
0.06,1,4,0.31,14,3,19,1,4,7,7,0.15,3,6,0.25,6,12,1.0,12,8,N
0.13,0,2,0.25,14,1,14,1,2,3,8,0.11,1,2,0.5,2,4,1.0,9,13,N
0.18,4,4,0.21,9,2,22,1,4,7,12,0.14,3,6,0.25,6,12,1.0,8,21,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,2,3,0.6,9,1,9,3,3,5,3,0.43,2,2,1.0,3,6,1.0,0,7,N
0.18,3,3,0.6,9,1,9,3,3,5,3,0.38,2,2,1.0,3,6,1.0,0,8,N
0.11,0,3,0.75,8,1,15,1,3,5,4,0.5,2,4,0.33,4,8,1.0,0,6,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.11,0,3,0.3,11,4,9,1,1,5,1,0.25,1,2,0.33,2,4,0.33,0,3,N
0.25,0,2,1.0,8,0,5,1,2,3,1,2.0,1,2,0.5,2,4,1.0,0,2,N
0.17,1,3,0.5,7,2,8,1,2,5,1,0.38,2,4,0.33,4,8,0.67,0,3,N
0.19,3,2,0.4,8,2,6,1,1,3,1,0.29,1,2,0.5,2,4,0.5,0,6,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.15,1,2,0.67,8,1,5,1,1,3,0,0.4,2,2,0.5,3,6,0.5,0,3,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.4,1,2,1.0,5,1,6,1,2,3,1,0.5,1,2,0.5,2,4,1.0,0,4,N
0.33,0,2,1.0,6,1,6,1,2,3,1,0.5,1,2,0.5,2,4,1.0,0,3,N
0.18,2,3,0.6,9,2,8,1,2,5,2,0.43,2,2,0.33,3,6,0.67,0,9,N
0.3,3,2,0.4,6,2,6,1,1,3,1,0.29,1,2,0.5,2,4,0.5,0,8,N
0.23,1,2,0.25,7,3,8,1,1,3,2,0.2,1,2,0.5,2,4,0.5,0,9,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.33,0,2,0.67,6,1,5,1,2,3,1,0.22,1,2,0.5,2,4,1.0,4,2,N
0.33,1,2,0.67,6,1,5,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,1,3,0.6,9,1,10,1,2,5,2,0.27,2,4,0.33,4,8,0.67,4,6,N
0.25,0,2,1.0,6,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,3,N
0.19,2,3,0.3,7,3,9,1,3,5,3,0.25,2,4,0.33,4,8,1.0,0,10,N
0.2,3,3,0.3,7,3,9,1,3,5,3,0.25,2,4,0.33,4,8,1.0,0,11,N
0.13,1,3,1.5,9,1,7,3,1,5,0,0.75,2,2,1.0,3,6,0.33,0,4,N
0.29,0,2,0.67,7,1,5,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,3,N
0.29,0,2,0.67,7,1,6,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,0,2,0.5,7,1,5,1,2,3,1,0.2,1,2,0.5,2,4,1.0,4,3,N
0.33,0,1,0.5,6,1,3,1,1,1,1,0.25,1,2,1.0,2,4,1.0,0,1,N
0.09,1,8,0.4,17,2,22,5,7,12,9,0.33,3,6,0.63,6,12,0.88,2,15,N
0.08,2,3,0.2,11,3,17,1,3,5,8,0.15,2,4,0.33,4,8,1.0,3,7,N
0.27,0,2,1.0,5,1,5,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.06,1,3,0.6,16,1,14,1,3,5,3,0.43,2,4,0.33,4,8,1.0,0,6,N
0.21,1,2,0.25,7,2,7,1,2,3,3,0.2,1,2,0.5,2,4,1.0,0,6,N
0.25,1,2,0.22,7,2,8,1,2,3,3,0.18,1,2,0.5,2,4,1.0,0,7,N
0.04,1,4,0.27,19,2,18,1,3,7,3,0.22,3,6,0.25,6,12,0.75,1,9,N
0.05,1,6,0.25,17,4,30,1,5,11,8,0.19,5,10,0.17,10,20,0.83,5,15,N
0.09,2,2,0.22,12,3,7,1,1,3,2,0.17,1,2,0.5,2,4,0.5,1,7,N
0.06,3,3,0.27,18,3,13,1,3,5,4,0.2,2,4,0.33,4,8,1.0,1,10,N
0.06,3,3,0.27,18,3,14,1,3,5,5,0.2,2,4,0.33,4,8,1.0,1,11,N
0.06,1,3,0.25,17,3,15,1,3,5,4,0.2,2,4,0.33,4,8,1.0,1,9,N
0.27,0,2,1.0,5,0,5,1,1,3,0,1.0,1,2,0.5,2,4,0.5,0,2,N
0.17,2,3,0.6,9,1,9,3,3,5,2,0.38,2,2,1.0,3,6,1.0,0,7,N
0.17,2,3,0.43,9,2,9,3,3,5,2,0.3,2,2,1.0,3,6,1.0,0,7,N
0.03,1,5,0.28,21,2,26,1,4,9,4,0.24,4,8,0.2,8,16,0.8,1,11,N
0.06,4,4,0.33,17,3,18,1,4,7,4,0.25,3,6,0.25,6,12,1.0,1,13,N
0.03,6,7,0.41,20,2,32,1,7,13,4,0.32,6,12,0.14,12,24,1.0,1,16,N
0.06,5,4,0.33,17,3,18,1,4,7,4,0.24,3,6,0.25,6,12,1.0,1,13,N
0.04,1,4,0.31,17,3,23,1,4,7,5,0.25,3,6,0.25,6,12,1.0,1,9,N
0.27,0,2,1.0,5,1,5,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.05,1,4,0.57,15,1,20,1,4,7,4,0.44,3,6,0.25,6,12,1.0,0,9,N
0.07,0,4,0.4,13,2,16,1,4,7,4,0.33,3,6,0.25,6,12,1.0,0,9,N
0.1,1,3,0.75,12,1,10,3,2,5,2,0.5,2,4,1.0,4,8,0.67,0,5,N
0.24,1,2,0.4,7,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.24,1,2,0.4,7,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.04,1,4,0.25,19,2,19,1,3,7,3,0.21,3,6,0.25,6,12,0.75,1,9,N
0.06,1,3,0.43,16,1,14,1,3,5,3,0.33,2,4,0.33,4,8,1.0,0,8,N
0.13,0,2,0.29,9,2,7,1,2,3,2,0.22,1,2,0.5,2,4,1.0,0,6,N
0.04,1,6,0.25,17,4,29,1,5,11,7,0.19,5,10,0.17,10,20,0.83,5,13,N
0.04,2,3,0.27,18,3,12,1,3,5,3,0.21,2,4,0.33,4,8,1.0,1,7,N
0.05,1,3,0.25,17,3,14,1,3,5,3,0.2,2,4,0.33,4,8,1.0,1,7,N
0.12,1,4,0.25,10,3,17,1,4,7,7,0.21,2,4,0.25,4,8,1.0,1,7,N
0.11,0,5,0.2,14,5,19,1,5,9,7,0.17,3,6,0.2,6,12,1.0,3,16,N
0.24,2,11,0.46,6,2,34,1,11,21,3,0.29,10,20,0.09,20,40,1.0,13,24,N
0.14,2,2,1.0,8,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,4,N
0.09,2,4,0.33,14,1,20,1,4,7,9,0.21,3,6,0.25,6,12,1.0,5,14,N
0.09,1,3,0.33,12,1,10,1,3,5,3,0.21,2,4,0.33,4,8,1.0,3,9,N
0.07,4,2,0.15,13,1,9,1,1,3,4,0.08,1,2,0.5,2,4,0.5,8,13,Y
0.08,2,2,0.4,10,1,7,1,1,3,1,0.22,1,2,0.5,2,4,0.5,2,6,N
0.09,1,2,0.4,12,1,8,1,1,3,1,0.22,1,2,0.5,2,4,0.5,2,8,N
0.07,0,3,0.23,12,2,15,1,2,5,3,0.15,2,4,0.33,4,8,0.67,5,17,N
0.03,0,5,0.14,16,4,23,3,3,9,3,0.12,4,8,0.6,8,16,0.6,4,36,N
0.09,1,2,0.4,12,1,8,1,1,3,1,0.22,1,2,0.5,2,4,0.5,2,8,N
0.11,2,2,0.17,12,3,20,1,2,3,12,0.12,1,2,0.5,2,4,1.0,4,18,N
0.15,1,3,0.75,10,1,6,3,2,5,1,0.5,2,2,1.0,3,6,0.67,0,6,N
0.07,1,2,0.33,12,1,7,1,2,3,2,0.25,1,2,0.5,2,4,1.0,0,4,N
0.04,2,6,0.22,18,5,31,1,6,10,14,0.21,3,6,0.17,6,12,1.0,0,19,N
0.24,1,2,0.33,6,1,7,1,2,3,2,0.25,1,2,0.5,2,4,1.0,0,5,N
0.15,1,3,0.75,10,1,6,3,2,5,1,0.5,2,2,1.0,3,6,0.67,0,6,N
0.13,1,3,0.6,10,1,11,1,2,5,2,0.43,2,4,0.33,4,8,0.67,0,7,N
0.19,0,2,0.67,7,1,5,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,2,N
0.13,1,2,0.29,8,3,7,1,2,3,2,0.22,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.5,7,2,6,1,2,3,2,0.33,1,2,0.5,2,4,1.0,0,3,N
0.06,1,6,0.35,15,1,25,4,6,11,8,0.29,5,8,0.67,9,18,1.0,2,17,N
0.09,1,4,0.24,12,4,20,1,3,7,6,0.21,3,6,0.25,6,12,0.75,0,11,N
0.04,2,11,0.44,17,4,35,7,7,21,9,0.39,10,12,0.64,16,32,0.64,0,19,N
0.13,3,2,0.67,9,1,9,1,2,3,3,0.4,1,2,0.5,2,4,1.0,0,6,N
0.19,1,2,0.25,9,2,8,1,2,3,3,0.2,1,2,0.5,2,4,1.0,0,6,N
0.1,3,2,0.22,9,3,12,1,2,3,5,0.15,1,2,0.5,2,4,1.0,0,8,N
0.07,2,5,0.42,18,2,13,5,3,9,3,0.36,4,4,1.0,6,12,0.6,0,13,N
0.13,1,2,0.29,9,1,6,1,2,3,1,0.22,1,2,0.5,2,4,1.0,0,6,N
0.11,2,3,0.38,13,1,8,3,3,5,3,0.27,2,2,1.0,3,6,1.0,0,10,N
0.15,3,2,0.67,8,1,9,1,2,3,3,0.4,1,2,0.5,2,4,1.0,0,6,N
0.1,1,3,0.27,12,2,11,1,3,5,3,0.23,2,4,0.33,4,8,1.0,0,8,N
0.1,3,2,0.22,9,3,12,1,2,3,5,0.15,1,2,0.5,2,4,1.0,0,8,N
0.08,2,4,0.33,16,2,13,4,4,7,4,0.29,3,4,1.0,5,10,1.0,0,12,N
0.17,3,3,0.75,7,1,15,1,3,5,4,0.5,2,4,0.33,4,8,1.0,0,9,N
0.1,2,4,0.36,12,2,15,3,4,7,4,0.31,3,4,0.75,5,10,1.0,0,10,N
0.1,5,3,0.27,8,3,19,1,3,5,7,0.2,2,4,0.33,4,8,1.0,0,13,N
0.08,3,5,0.42,16,2,16,5,5,9,5,0.33,4,4,1.0,6,12,1.0,0,14,N
0.14,1,2,0.29,8,1,6,1,2,3,2,0.22,1,2,0.5,2,4,1.0,0,5,N
0.07,2,5,0.5,17,1,12,5,4,9,3,0.38,4,4,1.0,6,12,0.8,0,14,N
0.15,3,2,0.67,8,1,9,1,2,3,3,0.4,1,2,0.5,2,4,1.0,0,6,N
0.19,1,2,0.25,9,2,8,1,2,3,3,0.2,1,2,0.5,2,4,1.0,0,6,N
0.1,3,2,0.22,9,3,12,1,2,3,5,0.15,1,2,0.5,2,4,1.0,0,8,N
0.08,2,4,0.33,16,2,13,4,4,7,4,0.29,3,4,1.0,5,10,1.0,0,12,N
0.25,0,2,0.67,4,1,5,1,1,3,0,0.4,1,2,0.5,2,4,0.5,0,1,N
0.15,3,2,0.18,10,3,6,1,2,3,3,0.14,1,2,0.5,2,4,1.0,1,8,N
0.12,1,3,0.3,10,3,10,1,2,5,1,0.23,2,4,0.33,4,8,0.67,1,6,N
0.1,2,4,0.33,10,3,13,4,2,7,1,0.27,3,6,1.0,6,12,0.5,1,7,N
0.1,2,4,0.33,10,3,13,4,2,7,1,0.27,3,6,1.0,6,12,0.5,1,7,N
0.09,2,4,0.31,14,3,17,4,3,7,5,0.24,3,6,1.0,6,12,0.75,2,14,N
0.11,3,4,0.36,10,3,13,1,2,7,1,0.29,3,6,0.25,6,12,0.5,1,8,N
0.09,0,3,0.75,10,1,10,1,3,5,2,0.5,2,4,0.33,4,8,1.0,0,4,N
0.06,0,3,0.75,12,1,10,1,3,5,2,0.5,2,4,0.33,4,8,1.0,0,4,N
0.14,1,2,0.29,8,1,6,1,2,3,2,0.22,1,2,0.5,2,4,1.0,0,5,N
0.11,2,3,0.38,13,1,8,3,3,5,3,0.27,2,2,1.0,3,6,1.0,0,10,N
0.15,3,2,0.67,8,1,9,1,2,3,3,0.4,1,2,0.5,2,4,1.0,0,6,N
0.1,1,3,0.27,11,2,11,1,3,5,4,0.23,2,4,0.33,4,8,1.0,0,8,N
0.1,3,2,0.22,9,3,12,1,2,3,5,0.15,1,2,0.5,2,4,1.0,0,8,N
0.08,2,4,0.33,16,2,13,4,4,7,4,0.29,3,4,1.0,5,10,1.0,0,12,N
0.04,4,11,0.35,16,2,45,9,11,21,8,0.27,10,16,0.82,18,36,1.0,5,25,N
