DECISION_DENSITY,PERCENT_COMMENTS,MAINTENANCE_SEVERITY,DESIGN_DENSITY,LOC_CODE_AND_COMMENT,NUM_UNIQUE_OPERATORS,HALSTEAD_LEVEL,NUMBER_OF_LINES,LOC_TOTAL,LOC_BLANK,HALSTEAD_DIFFICULTY,CALL_PAIRS,PARAMETER_COUNT,LOC_EXECUTABLE,ESSENTIAL_DENSITY,LOC_COMMENTS,MODIFIED_CONDITION_COUNT,CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,DECISION_COUNT,Defective
0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,5,2,1,3.5,1,2,2,0,0,0,0,0,0,N
0,50.3,0.9,0.9,9,21,0,204,94,31,40.9,5,3,85,0.9,77,0,0,0,0,N
0,58.6,1,1,2,7,0.2,38,14,7,5.5,4,0,12,0,15,0,0,0,0,N
0,0,0.5,0.5,0,10,0.2,15,11,2,6.3,1,0,11,0,0,0,0,0,0,N
0,26.7,1,0.3,0,11,0.1,21,11,4,8.3,1,0,11,1,4,0,0,0,0,N
0,60.9,0.5,0.3,1,19,0,85,28,13,30.2,3,4,27,0.4,41,0,0,0,0,N
0,55,0.3,0.7,2,7,0.2,26,11,4,4.4,1,1,9,0,9,0,0,0,0,N
0,60,1,1,0,4,0.5,8,2,1,2,1,1,2,0,3,0,0,0,0,N
0,64.3,1,1,0,8,0.2,20,5,4,5.5,3,0,5,0,9,0,0,0,0,N
0,69.2,1,1,0,7,0.3,20,4,5,3.5,2,0,4,0,9,0,0,0,0,N
0,0,0.5,0.5,0,10,0.1,6,3,1,7.5,0,0,3,0,0,0,0,0,0,N
2,0,0.5,0.5,0,8,0.1,7,4,1,9.3,0,0,4,0,0,1,4,2,2,N
0,0,0.5,0.5,0,10,0.1,7,5,1,7.5,0,1,5,0,0,0,0,0,0,N
0,2,0.4,0.3,1,30,0,52,50,1,68.5,2,5,49,0.4,0,0,0,0,0,N
0,29.9,0.5,0,1,24,0,203,116,37,39.8,0,4,115,0.5,48,0,0,0,0,N
0,2.6,0.2,1,0,28,0,42,37,3,32.5,5,3,37,0,1,0,0,0,0,N
0,3.9,0.8,1,1,14,0.1,39,26,11,14.3,12,0,25,0.8,0,0,0,0,0,N
0,12.5,0.5,1,1,10,0.2,11,8,1,6.5,3,0,7,0,0,0,0,0,0,N
0,25,0.3,0.7,1,8,0.1,10,7,0,8.7,1,0,6,0,1,0,0,0,0,N
0,0,0.3,1,0,6,0.3,8,5,1,4,2,0,5,0,0,0,0,0,0,N
0,92,1,1,0,6,0.3,55,4,3,3.8,1,2,4,0,46,0,0,0,0,N
2,0,0.5,1,0,9,0.1,11,9,0,10.5,1,0,9,0,0,1,4,2,2,N
0,10.9,0.5,0.1,5,24,0,48,46,1,32.3,0,5,41,0.5,0,0,0,0,0,N
0,0,1,1,0,6,0.3,6,5,0,3,1,2,5,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,5,4,0,3.5,1,1,4,0,0,0,0,0,0,N
0,0,1,1,0,7,0.2,7,5,1,4.7,2,1,5,0,0,0,0,0,0,N
0,0,1,1,0,10,0.1,6,3,1,7,0,0,3,0,0,0,0,0,0,N
0,0,1,1,0,8,0.3,5,4,0,4,1,1,4,0,0,0,0,0,0,N
0,0,1,1,0,3,0.7,5,4,0,1.5,0,1,4,0,0,0,0,0,0,N
0,0,0.3,0.8,0,21,0,17,13,3,29.6,2,3,13,0,0,0,0,0,0,N
0,1.6,0.1,0,1,24,0,65,63,1,53.7,0,1,62,0.1,0,0,0,0,0,N
0,0,0.1,1,0,10,0,35,30,4,25,1,1,30,0,0,0,0,0,0,N
0,71.2,0.5,0.5,0,13,0.1,57,15,4,10.7,1,3,15,0,37,0,0,0,0,N
0,27.7,1,1,0,17,0,65,34,4,34.3,5,4,34,1,13,0,0,0,0,N
0,12.5,0.5,1,0,11,0.2,10,7,1,6.3,2,1,7,0,1,0,0,0,0,N
0,5.3,1,0.4,0,21,0,21,18,1,32.3,4,1,18,1,1,0,0,0,0,N
0,10.4,0.8,0.8,6,31,0,161,135,16,84.6,18,2,129,0.8,9,0,0,0,0,N
0,12.5,1,0.7,0,12,0.1,10,7,1,9.4,1,0,7,1,1,0,0,0,0,N
0,10,1,1,0,10,0.1,12,9,1,10,0,3,9,0,1,0,0,0,0,N
2,0,0.3,0.8,0,11,0.1,17,8,3,10.2,3,0,8,0,0,3,12,6,6,N
2,0,0.3,0.8,0,11,0.1,17,8,3,10.2,3,0,8,0,0,3,12,6,6,N
0,0,0.8,0.2,0,11,0.1,14,10,2,19.3,0,2,10,0.8,0,0,0,0,0,N
2,40.6,1,0.8,3,27,0,150,60,45,62.3,5,0,57,1,36,13,52,26,26,N
2,18.5,0.2,0.2,0,20,0,44,22,11,33.1,0,0,22,0,5,4,16,8,8,N
2,0,0.5,1,0,14,0.1,8,4,1,8.6,1,0,4,0,0,1,4,2,2,N
2,31.4,0.2,0.6,3,21,0,57,27,20,32.5,3,0,24,0,8,4,16,8,8,N
2,14.3,0.5,1,0,13,0.1,21,12,5,14.6,3,0,12,0,2,1,4,2,2,N
2,0,0.3,1,0,15,0.1,28,19,6,18.8,3,0,19,0,0,2,8,4,4,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,0,0.5,0.5,0,10,0.2,10,7,1,6.7,1,0,7,0,0,1,4,2,2,N
0,0,1,1,0,7,0.2,7,4,1,4.7,1,0,4,0,0,0,0,0,0,N
2.5,0,0.8,0.3,0,12,0.1,14,9,3,13,0,0,9,0.7,0,3,10,5,4,N
2,12.9,0.6,0.6,3,15,0.1,42,30,9,15,3,0,27,0.5,1,6,24,12,12,N
2.3,10.2,0.1,1,1,31,0,122,80,31,53.3,2,0,79,0,8,4,14,7,6,N
2,0,0.5,1,0,9,0.1,16,11,2,7.1,2,0,11,0,0,1,4,2,2,N
0,0,1,1,0,4,0.5,7,4,1,2,0,0,4,0,0,0,0,0,0,N
2,13.3,0.3,1,1,10,0.1,22,14,5,11.4,3,0,13,0,1,2,8,4,4,N
0,0,1,1,0,8,0.2,11,7,2,6.4,1,0,7,0,0,0,0,0,0,N
2,18.5,0.3,0.3,0,8,0.1,39,22,10,18,0,0,22,0,5,2,8,4,4,N
0,1.1,0.1,1,1,23,0,113,90,21,41.2,4,0,89,0,0,0,0,0,0,N
2.3,11.1,0.8,0.7,0,14,0.1,46,32,8,15.1,2,0,32,0.8,4,5,18,9,8,N
2.2,30.6,0.4,0.3,2,20,0,46,27,8,42.3,2,0,25,0.3,9,6,22,11,10,N
2.5,0,0.8,0.3,0,12,0.1,10,7,1,15,0,0,7,0.7,0,3,10,5,4,N
2.2,45.8,0.4,0.9,2,22,0,92,34,24,31.4,7,0,32,0.3,25,6,22,11,10,N
2,0,0.3,0.3,0,14,0.1,16,12,2,20.2,1,0,12,0,0,2,8,4,4,N
2.2,35,0.1,0.4,2,17,0.1,34,15,10,19.8,2,0,13,0,5,6,22,11,10,N
2,7.1,0.5,0.5,0,10,0.1,23,13,7,9.6,2,0,13,0,1,1,4,2,2,N
2,34.9,1,1,3,18,0,70,31,23,25.1,4,0,28,0,12,3,12,6,6,N
0,0,1,1,0,3,0.7,4,2,0,1.5,0,0,2,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,23,3,2,3.5,0,0,3,0,0,0,0,0,0,N
2,24.2,0.2,0.5,3,15,0.1,48,28,13,20.9,3,0,25,0,5,5,20,10,10,N
2,0,0.3,1,0,13,0.1,23,18,3,20.4,2,0,18,0,0,2,8,4,4,N
0,0,1,1,0,6,0.3,4,2,0,3,0,0,2,0,0,0,0,0,0,N
0,23.1,0.5,0.5,1,8,0.1,18,11,3,18.7,0,0,10,0,2,0,0,0,0,N
0,0,1,1,0,7,0.3,5,2,0,3.5,0,0,2,0,0,0,0,0,0,N
0,8.3,1,1,0,10,0.1,33,11,3,7.7,3,0,11,0,1,0,0,0,0,N
0,0,1,1,0,8,0.2,38,10,5,5,3,0,10,0,0,0,0,0,0,N
0,24,0.5,0.6,3,19,0,119,79,14,39.1,8,0,76,0.5,21,0,0,0,0,N
0,11.1,0.6,0.6,2,15,0,32,18,10,25.8,3,0,16,0.5,0,0,0,0,0,N
0,25,1,1,0,13,0.1,19,9,5,11.8,3,0,9,0,3,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,9.1,0.8,0.5,0,17,0.1,19,10,4,16.3,2,0,10,0.7,1,0,0,0,0,N
0,0,1,1,0,10,0.1,5,2,0,7.5,1,0,2,0,0,0,0,0,0,N
0,0,1,1,0,10,0.1,5,2,0,7,1,0,2,0,0,0,0,0,0,N
0,0,1,1,0,11,0.1,23,4,3,7.3,1,0,4,0,0,0,0,0,0,N
0,0,1,1,0,9,0.1,7,4,1,8.1,0,0,4,0,0,0,0,0,0,N
0,27.8,0.1,1,1,26,0,94,53,20,22.4,13,0,52,0,19,0,0,0,0,N
0,33.3,1,1,0,3,0.7,8,2,3,1.5,1,0,2,0,1,0,0,0,0,N
0,33.3,1,1,0,3,0.7,7,2,2,1.5,1,0,2,0,1,0,0,0,0,N
0,0,1,1,0,7,0.3,8,3,3,3.5,1,0,3,0,0,0,0,0,0,N
0,25,0.3,0.3,1,13,0.1,20,13,2,10.3,2,0,12,0,3,0,0,0,0,N
0,0,1,1,0,10,0.2,12,10,1,6.4,1,2,10,0,0,0,0,0,0,N
0,0,1,1,0,8,0.2,12,10,1,5.3,1,3,10,0,0,0,0,0,0,N
0,0,0.5,0.4,0,31,0,77,75,1,88.2,7,3,75,0.5,0,0,0,0,0,N
0,0,0.5,0.5,0,30,0,69,67,1,67.9,6,3,67,0.5,0,0,0,0,0,N
2.5,59.6,0.8,0.8,8,18,0.1,84,29,31,21.3,4,2,21,0.7,23,3,10,5,4,N
2,54.1,0.3,1,5,12,0.1,61,22,23,13,1,0,17,0,15,2,8,4,4,N
2,59.3,0.2,0.6,7,14,0.1,81,29,26,16.5,3,0,22,0,25,4,16,8,8,N
2.3,58.1,0.7,0.7,9,19,0,93,35,30,24,3,1,26,0.6,27,5,18,9,8,N
2,61.5,0.5,0.5,0,9,0.2,22,5,8,6.4,0,0,5,0,8,1,4,2,2,N
2,63.3,0.1,0.7,8,14,0.1,72,26,22,14.4,4,0,18,0,23,6,24,12,12,N
2,53.1,0.2,0.8,9,16,0.1,80,32,30,15.6,2,1,23,0,17,5,20,10,10,N
2,54.2,0.3,0.3,0,10,0.2,37,11,12,6.5,2,0,11,0,13,2,8,4,4,N
2.4,64.1,0.8,0.6,15,21,0,196,67,40,32.4,6,0,52,0.8,78,10,34,17,14,N
3.3,65.6,0.1,0.5,9,20,0,138,41,34,25.2,5,0,32,0,52,7,20,10,6,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,52.6,0.2,0.6,5,20,0,63,23,24,32.3,2,1,18,0,15,4,16,8,8,N
2,57.9,0.5,0.5,2,13,0.1,35,10,15,16.6,1,1,8,0,9,1,4,2,2,N
3,57.1,1,0.7,2,15,0,49,14,19,23.9,1,4,12,1,14,2,6,3,2,N
2.5,56.4,0.8,0.2,23,24,0,218,81,77,47.6,6,1,58,0.8,52,16,54,27,22,N
2,42.3,0.2,0.8,6,14,0,77,36,24,28,3,1,30,0,16,4,16,8,8,N
2.6,48,0.8,0.1,11,25,0,114,50,38,67.3,1,1,39,0.8,25,14,46,23,18,N
2.1,46.6,0.6,0.2,25,25,0,238,104,89,58.5,5,1,79,0.5,44,17,64,32,30,N
2.3,57.9,0.6,0.6,5,15,0.1,66,21,27,21.9,3,1,16,0.5,17,4,14,7,6,N
0,50,1,1,1,11,0.1,34,11,13,9.3,1,2,10,0,9,0,0,0,0,N
2.4,55.2,0.8,0.3,24,24,0,232,89,79,46.6,5,1,65,0.8,56,17,58,29,24,N
2.1,45.9,0.6,0.3,26,25,0,250,112,90,58.5,4,1,86,0.6,47,18,68,34,32,N
2.3,61,0.6,0.4,5,14,0.1,69,21,27,17.2,2,1,16,0.5,20,4,14,7,6,N
2.8,48.7,0.8,0.6,5,18,0,60,25,20,28.5,4,1,20,0.7,14,7,22,11,8,N
0,42.9,0.3,1,2,17,0.1,48,18,19,12.8,4,1,16,0,10,0,0,0,0,N
0,8.5,0.1,1,1,25,0.1,83,44,35,17.4,12,1,43,0,3,0,0,0,0,N
2,64.3,0,0,1,13,0.1,41,11,12,13,1,0,10,0,17,93,372,186,186,N
3,52.9,1,0.7,2,14,0.1,30,10,12,10.1,1,1,8,1,7,2,6,3,2,N
3,52.9,1,0.7,2,14,0.1,31,10,13,10.1,1,1,8,1,7,2,6,3,2,N
2,75,0.5,0.5,0,8,0.2,32,5,11,6,0,1,5,0,15,1,4,2,2,N
2.3,46.8,1,0.8,10,18,0,120,52,40,30.7,2,1,42,1,27,5,18,9,8,N
2,60,0.5,1,3,12,0.1,44,13,18,10.2,2,1,10,0,12,1,4,2,2,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,62.2,0.3,0.5,4,12,0.1,75,18,30,15.3,1,0,14,0,19,3,12,6,6,N
2,59.1,0.2,0.4,5,17,0.1,84,23,39,17,2,0,18,0,21,4,16,8,8,N
2.2,63.2,0.1,0.8,9,22,0,163,55,37,41.6,3,0,46,0,70,7,26,13,12,N
2,51.6,0.2,0.2,7,13,0.1,59,22,27,18.4,0,0,15,0,9,4,16,8,8,N
2.3,72.2,0.2,0.2,1,12,0.1,51,11,14,9.8,2,0,10,0,25,4,14,7,6,N
0,28.6,1,1,0,4,0,30,15,8,28,0,0,15,0,6,0,0,0,0,N
2,48.4,0.1,0.1,4,23,0,88,36,25,49.1,1,0,32,0,26,6,24,12,12,N
2.1,60.9,0.1,0.3,7,16,0,118,41,30,24.8,5,0,34,0,46,10,38,19,18,N
2,61.9,0.1,0.9,6,24,0.1,88,30,24,14.3,8,0,24,0,33,3,12,6,6,N
2,66.7,0.5,0.5,0,6,0.2,22,5,6,6,0,2,5,0,10,1,4,2,2,N
2,50,0.5,0.5,0,6,0.3,18,5,6,3,0,2,5,0,5,1,4,2,2,N
0,83.3,1,1,1,5,0.2,36,5,11,4.2,0,1,4,0,19,0,0,0,0,N
0,76.5,1,1,0,6,0.3,31,4,13,4,1,0,4,0,13,0,0,0,0,N
0,45.5,1,1,0,8,0.1,33,12,10,9.3,0,1,12,0,10,0,0,0,0,N
0,14.3,0.4,0.8,3,16,0,44,21,2,23.4,4,2,18,0.4,0,0,0,0,0,N
0,0,0.9,0.9,0,15,0.1,21,17,3,19.7,5,1,17,0.8,0,0,0,0,0,N
0,0,0.3,1,0,9,0.1,13,11,1,13.1,2,1,11,0,0,0,0,0,0,N
0,0,0.6,0.8,0,14,0.1,15,11,3,17.8,5,2,11,0.5,0,0,0,0,0,N
0,4.2,1,0.7,1,14,0.1,27,24,2,14.9,3,2,23,1,0,0,0,0,0,N
0,0,1,1,0,8,0.1,21,15,5,8.7,0,3,15,0,0,0,0,0,0,N
0,0,1,1,0,8,0.1,21,15,5,9.6,0,3,15,0,0,0,0,0,0,N
0,0,1,1,0,9,0.1,12,10,1,8.4,0,1,10,0,0,0,0,0,0,N
0,0,0.5,0.5,0,11,0.1,19,16,2,11.5,0,2,16,0,0,0,0,0,0,N
0,0,1,1,0,9,0.1,17,15,1,9.4,0,3,15,0,0,0,0,0,0,N
0,0,0.5,0.5,0,11,0.1,21,18,2,11.8,0,3,18,0,0,0,0,0,0,N
0,0,0.3,1,0,10,0.1,15,12,2,8.3,3,3,12,0,0,0,0,0,0,N
0,0,0.3,1,0,10,0.1,14,11,2,8.3,3,3,11,0,0,0,0,0,0,N
0,0,0.3,1,0,14,0.1,21,14,5,15.7,4,0,14,0,0,0,0,0,0,N
0,0,1,0.2,0,17,0,25,23,1,26.1,0,1,23,1,0,0,0,0,0,N
2,0,0.2,0.3,0,19,0.1,43,36,4,19.6,1,2,36,0,0,5,20,10,10,N
2,8.1,0.2,1,0,16,0.1,46,34,7,17.4,4,1,34,0,3,1,4,2,2,N
2,7.7,0.2,1,0,16,0.1,48,36,7,17.8,4,1,36,0,3,1,4,2,2,N
0,20,1,1,1,7,0.3,9,5,2,3.5,1,1,4,0,0,0,0,0,0,N
0,0,1,1,0,4,0.1,8,5,1,8,0,0,5,0,0,0,0,0,0,N
0,30,1,1,0,8,0.1,28,14,6,13.5,1,0,14,0,6,0,0,0,0,N
2,5.7,0.3,1,1,35,0,151,117,26,42.2,19,1,116,0.3,6,8,32,16,16,N
2,10.4,0.2,1,2,15,0.1,59,45,9,16,4,1,43,0,3,5,20,10,10,N
2,10.5,0.3,1,4,13,0.1,50,38,10,13.8,5,0,34,0,0,2,8,4,4,N
2.7,29.6,0.5,0.7,10,22,0.1,72,48,16,15.8,8,0,38,0.4,6,5,16,8,6,N
2,12.5,0.5,1,0,15,0.1,33,21,7,17,1,1,21,0,3,1,4,2,2,N
2,40,0.2,0.7,2,20,0,95,50,13,31.3,2,1,48,0,30,5,20,10,10,N
2,39.4,0.5,0.3,2,23,0,125,65,19,48.3,3,1,63,0.4,39,7,28,14,14,N
2,21.2,0.1,0.9,2,20,0,99,54,22,26.1,3,1,52,0,12,4,16,8,8,N
2,29.6,0.3,1,1,15,0.1,52,32,6,15,4,1,31,0,12,3,12,6,6,N
2,0,0.5,0.5,0,9,0.2,14,11,1,6.4,0,2,11,0,0,1,4,2,2,N
0,0,1,1,0,7,0.3,8,6,0,3.5,1,1,6,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,8,6,0,3.5,1,1,6,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,8,6,0,3.5,1,1,6,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,7,5,0,3.5,1,0,5,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,8,6,0,3.5,1,1,6,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,7,5,0,3.5,1,0,5,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,8,6,0,3.5,1,1,6,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,7,5,0,3.5,1,1,5,0,0,0,0,0,0,N
2.3,29.6,0.5,0.6,5,21,0,166,100,28,37.7,6,2,95,0.5,35,15,54,27,24,N
2,21.2,0.3,0.5,0,12,0.1,46,26,11,14.7,2,1,26,0,7,3,12,6,6,N
2.3,37.6,0.5,0.5,5,24,0,125,73,14,42.2,3,1,68,0.4,36,10,36,18,16,N
2,37.6,0.5,0.3,2,23,0,119,65,16,51.5,3,1,63,0.4,36,7,28,14,14,N
2,42.2,0.2,1,5,18,0.1,82,42,16,20.6,5,1,37,0,22,4,16,8,8,N
0,0,1,1,0,7,0.3,8,5,1,3.5,1,0,5,0,0,0,0,0,0,N
0,0,1,1,0,4,0.1,12,10,0,7.2,0,0,10,0,0,0,0,0,0,N
2.8,31.9,0.8,0.4,3,27,0,247,146,35,57.9,12,1,143,0.8,64,37,116,59,42,N
2.6,33.5,0.7,0.4,4,26,0,223,131,30,58.5,12,1,127,0.7,60,30,98,50,38,N
2,0,0.5,0.5,0,8,0.1,14,8,3,9.6,0,2,8,0,0,1,4,2,2,N
2,33,0.3,0.3,2,22,0,251,142,38,44.9,4,3,140,0.2,67,19,76,38,38,N
2,31.8,0.5,1,1,12,0.1,28,16,4,8.8,3,0,15,0,6,1,4,2,2,N
0,58.8,1,1,1,7,0.3,23,8,4,4,2,0,7,0,9,0,0,0,0,N
0,0,1,1,0,6,0.3,7,4,1,3,0,1,4,0,0,0,0,0,0,N
0,20,1,1,0,5,0,18,12,1,27.5,0,0,12,0,3,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0.4,0.6,0,18,0,22,17,3,30.4,4,2,17,0.3,0,0,0,0,0,N
0,0,0.1,0.9,0,17,0,25,23,1,29.2,3,3,23,0,0,0,0,0,0,N
0,0,0.9,0.3,0,15,0.1,13,11,1,21,1,1,11,0.9,0,0,0,0,0,N
0,0,0.6,0.2,0,9,0.1,12,9,1,15.8,0,2,9,0.5,0,0,0,0,0,N
0,0,1,0.3,0,9,0.1,9,5,2,12,0,2,5,1,0,0,0,0,0,N
0,0,1,0.2,0,9,0.1,13,11,1,15.3,0,2,11,1,0,0,0,0,0,N
0,0,1,0.5,0,9,0.1,8,6,1,9,1,1,6,1,0,0,0,0,0,N
0,0,0.5,1,0,9,0.2,7,5,1,6.8,2,2,5,0,0,0,0,0,0,N
0,0,0.3,0.3,0,9,0.1,9,6,1,12,0,1,6,0,0,0,0,0,0,N
0,0,0.5,0.5,0,12,0,12,9,2,25,1,2,9,0.4,0,0,0,0,0,N
0,0,0.8,0.2,0,12,0.1,13,10,1,19.2,0,3,10,0.8,0,0,0,0,0,N
0,0,0.9,0.1,0,15,0,14,10,2,27,0,3,10,0.9,0,0,0,0,0,N
0,0,1,0.2,0,12,0.1,12,9,1,18,0,3,9,1,0,0,0,0,0,N
0,0,0.9,0.7,0,13,0,14,11,2,27.6,1,1,11,0.8,0,0,0,0,0,N
0,0,0.9,0.2,0,21,0,31,26,3,48.6,3,2,26,0.9,0,0,0,0,0,N
0,0,1,0.7,0,10,0.1,9,6,1,10,1,2,6,1,0,0,0,0,0,N
0,0,1,0.5,0,13,0.1,10,6,2,18.2,1,2,6,1,0,0,0,0,0,N
0,0,0.2,0.2,0,13,0,20,18,1,26,1,1,18,0,0,0,0,0,0,N
0,0,1,0.2,0,10,0.1,13,11,1,17,0,2,11,1,0,0,0,0,0,N
0,0,0.3,0.3,0,12,0.1,15,11,2,15,2,2,11,0,0,0,0,0,0,N
0,0,0.3,0.7,0,9,0.1,6,5,0,13.5,1,1,5,0,0,0,0,0,0,N
0,0,0.3,0.7,0,9,0.1,6,5,0,13.5,1,1,5,0,0,0,0,0,0,N
0,0,1,0.7,0,12,0.1,10,8,1,15.6,1,1,8,1,0,0,0,0,0,N
0,0,0.6,0.4,0,17,0.1,22,20,1,20.2,4,2,20,0.5,0,0,0,0,0,N
0,2.9,0.4,0.6,4,26,0,148,140,7,58.6,7,2,136,0.4,0,0,0,0,0,N
0,0,0.3,1,0,10,0.1,14,11,1,11.7,2,0,11,0,0,0,0,0,0,N
0,40,1,1,0,6,0.3,10,3,3,4,1,0,3,0,2,0,0,0,0,N
0,40,1,1,0,6,0.3,10,3,3,4,1,0,3,0,2,0,0,0,0,N
0,40,1,1,0,6,0.3,10,3,3,4,1,0,3,0,2,0,0,0,0,N
0,40,1,1,0,6,0.3,10,3,3,4,1,0,3,0,2,0,0,0,0,N
0,40,1,1,0,6,0.3,10,3,3,4,1,0,3,0,2,0,0,0,0,N
0,30,1,1,0,7,0.2,24,14,2,6.4,3,0,14,0,6,0,0,0,0,N
0,30,1,1,0,7,0.2,24,14,2,6.4,3,0,14,0,6,0,0,0,0,N
0,30,1,1,0,7,0.2,24,14,2,6.4,3,0,14,0,6,0,0,0,0,N
0,30,1,1,0,7,0.2,24,14,2,6.4,3,0,14,0,6,0,0,0,0,N
0,30,1,1,0,7,0.2,24,14,2,6.4,3,0,14,0,6,0,0,0,0,N
2.1,43.2,0.5,0.1,9,15,0,136,72,22,33.8,0,2,63,0.4,39,9,34,17,16,N
3,41,0.8,0.2,1,14,0,49,24,7,29.8,0,3,23,0.8,15,4,12,6,4,N
0,0,1,1,0,7,0.2,12,7,3,5,1,1,7,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,8,5,1,3.5,1,1,5,0,0,0,0,0,0,N
2,24.2,0.2,0.8,3,18,0,45,28,10,24,2,1,25,0,5,5,20,10,10,N
0,3.1,0.2,1,1,14,0.1,41,32,7,13.7,6,1,31,0,0,0,0,0,0,N
2,36,0.5,0.5,6,12,0.1,38,22,11,12.3,3,0,16,0,3,1,4,2,2,N
2.5,12,0.3,0.7,15,30,0,155,125,28,37.6,13,0,110,0.2,0,6,20,10,8,N
2,29.3,0.2,1,1,15,0.1,54,30,11,10.7,6,0,29,0,11,1,4,2,2,N
2,30,0.5,1,0,13,0.1,29,14,7,9.1,2,0,14,0,6,1,4,2,2,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,33.3,1,1,3,5,0.3,19,9,8,3.2,4,0,6,0,0,0,0,0,0,N
0,63.2,0.3,0.7,6,16,0.1,91,31,14,19.1,4,1,25,0,37,0,0,0,0,N
0,68.2,0.5,0.5,0,10,0.1,52,14,6,12.1,2,1,14,0,30,0,0,0,0,N
0,25,1,1,2,6,0.2,17,8,7,4.3,4,1,6,0,0,0,0,0,0,N
0,46.8,0.3,0.7,6,13,0.1,60,31,11,18,4,0,25,0,16,0,0,0,0,N
0,52,0.3,0.7,4,13,0.1,63,28,11,20,2,0,24,0,22,0,0,0,0,N
0,71.8,0.5,0.5,0,12,0.1,47,11,6,13.3,0,1,11,0,28,0,0,0,0,N
0,5.6,0.6,0.6,0,18,0.1,20,17,1,19.4,2,3,17,0.6,1,0,0,0,0,N
0,6.3,0.1,0.4,0,20,0.1,18,15,1,22.1,2,3,15,0,1,0,0,0,0,N
0,4.8,0.1,0.6,0,18,0.1,23,20,1,21.7,3,3,20,0,1,0,0,0,0,N
0,32,0.8,0.5,0,13,0.1,29,17,3,11.8,2,7,17,0.7,8,0,0,0,0,N
0,0,0.2,1,0,15,0.1,20,19,0,9.5,1,4,19,0,0,0,0,0,0,N
0,0,0.2,1,0,15,0.1,20,19,0,10.2,1,4,19,0,0,0,0,0,0,N
2,0,0.3,0.8,0,10,0.1,17,8,3,10.8,2,0,8,0,0,3,12,6,6,N
2,0,0.1,0.9,0,12,0,54,33,15,30,7,0,33,0,0,15,60,30,30,N
2,0,0.3,0.7,0,10,0.1,14,6,2,7.5,2,0,6,0,0,2,8,4,4,N
0,0,1,1,0,9,0.2,5,3,0,6.8,2,0,3,1,0,0,0,0,0,N
0,0,0.3,1,0,8,0.1,17,10,5,7.5,3,0,10,0,0,0,0,0,0,N
0,0,1,1,0,7,0.2,8,6,0,4.2,3,0,6,0,0,0,0,0,0,N
0,0,1,1,0,4,0.5,6,2,2,2,1,0,2,0,0,0,0,0,0,N
0,0,1,1,0,5,0.4,6,4,0,2.5,3,1,4,0,0,0,0,0,0,N
0,0,1,1,0,3,0.7,6,2,2,1.5,1,0,2,0,0,0,0,0,0,N
3,0,1,0.7,0,14,0.1,16,13,1,10.5,2,0,13,1,0,2,6,3,2,N
3,0,1,0.3,0,13,0.1,12,10,0,10.6,0,0,10,1,0,2,6,3,2,N
3,0,1,0.3,0,14,0.1,13,10,1,11.4,0,0,10,1,0,2,6,3,2,N
2.3,20.7,0.6,0.6,4,18,0.1,36,27,3,18.5,3,0,23,0.5,2,4,14,7,6,N
2.7,0,0.5,0.5,0,21,0.1,25,21,2,20.3,3,0,21,0.4,0,5,16,8,6,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,6,0.3,7,5,0,3,4,1,5,0,0,0,0,0,0,N
3,0,0.5,0.5,0,7,0.3,4,2,0,3.5,1,0,2,0,0,2,6,3,2,N
0,0,1,1,0,4,0.4,5,3,0,2.7,0,0,3,0,0,0,0,0,0,N
2.7,10,0.8,0.7,1,13,0.1,13,10,1,14.1,2,1,9,0.8,0,5,16,8,6,N
0,0,1,1,0,7,0.2,7,5,0,5,2,1,5,0,0,0,0,0,0,N
0,0,1,1,0,5,0.4,7,4,1,2.5,1,1,4,0,0,0,0,0,0,N
