CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,EDGE_COUNT,MAINTENANCE_SEVERITY,HALSTEAD_EFFORT,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,PARAMETER_COUNT,HALSTEAD_CONTENT,NODE_COUNT,NUM_UNIQUE_OPERATORS,HALSTEAD_VOLUME,CALL_PAIRS,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_UNIQUE_OPERANDS,LOC_EXECUTABLE,NUM_OPERATORS,HALSTEAD_DIFFICULTY,CYCLOMATIC_DENSITY,Defective
4,2,13,0.75,3166.49,0.06,175.92,1,13.09,11,14,203.56,1,0.36,20,9,8,25,15.56,0.5,N
4,3,17,1.0,3684.48,0.06,204.69,1,14.59,15,13,231.89,2,0.31,22,9,10,30,15.89,0.4,N
1,1,1,1.0,17.41,0.67,0.97,0,7.74,2,3,11.61,0,0.2,2,2,2,3,1.5,0.5,N
3,2,9,1.0,729.9,0.14,40.55,1,14.31,8,10,102.19,1,0.33,10,7,7,15,7.14,0.43,N
7,3,22,0.14,5830.36,0.05,323.91,1,14.22,17,15,287.92,1,0.58,27,10,10,35,20.25,0.7,N
3,2,10,1.0,1487.96,0.1,82.66,2,14.55,9,13,147.16,2,0.25,14,9,10,19,10.11,0.3,N
17,2,39,0.06,335371.38,0.01,18631.74,1,43.8,24,35,3832.82,1,0.09,250,50,134,348,87.5,0.12,N
4,2,11,0.25,2963.84,0.07,164.66,0,15.91,9,13,217.13,1,0.17,21,10,13,27,13.65,0.27,N
2,1,6,0.5,729.6,0.13,40.53,1,12.69,6,7,96.21,0,0.1,13,6,8,13,7.58,0.22,N
2,1,9,0.5,12472.53,0.07,692.92,0,61.82,9,13,878.12,4,0.04,59,27,31,106,14.2,0.06,N
3,1,9,0.33,17344.68,0.07,963.59,0,95.83,8,13,1289.23,0,0.05,89,43,43,133,13.45,0.06,N
1,1,5,1.0,1838.78,0.12,102.15,0,27.47,6,9,224.74,3,0.05,20,11,11,32,8.18,0.09,N
6,1,22,0.17,23756.49,0.03,1319.81,0,23.05,18,20,739.96,0,0.08,61,19,27,79,32.11,0.2,N
8,4,33,0.38,13994.09,0.05,777.45,0,40.61,27,22,753.89,9,0.09,54,32,47,77,18.56,0.16,N
10,5,29,0.1,22537.68,0.04,1252.09,1,42.24,21,21,975.66,3,0.13,66,30,58,106,23.1,0.17,N
5,2,20,0.6,4520.52,0.07,251.14,1,25.05,17,13,336.51,3,0.09,31,15,20,39,13.43,0.21,N
1,1,2,1.0,39.3,0.5,2.18,0,9.83,3,4,19.65,1,0.1,3,3,1,4,2.0,0.5,N
9,7,30,0.56,14836.51,0.05,824.25,0,43.12,23,21,799.81,7,0.13,53,30,40,88,18.55,0.2,N
2,1,6,0.5,341.29,0.18,18.96,1,10.88,6,7,60.94,0,0.17,8,5,5,9,5.6,0.33,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,6,1.0,7021.85,0.07,390.1,0,32.22,7,17,475.63,5,0.02,33,19,12,59,14.76,0.08,N
4,1,13,1.0,1079.34,0.08,59.96,2,7.5,11,8,89.95,0,0.33,9,3,8,17,12.0,0.5,N
4,4,15,0.25,14452.4,0.04,802.91,3,26.83,13,21,622.67,3,0.11,42,19,35,75,23.21,0.11,N
3,3,9,0.33,272.46,0.25,15.14,0,17.03,8,6,68.11,2,0.38,8,6,5,11,4.0,0.6,N
6,3,32,0.83,7268.38,0.08,403.8,0,51.72,28,15,613.12,11,0.14,49,31,22,62,11.85,0.25,N
2,2,7,0.5,774.04,0.15,43.0,0,16.37,7,10,112.59,2,0.2,11,8,6,16,6.87,0.29,N
3,2,10,0.33,1260.0,0.11,70.0,0,15.56,9,9,140.0,1,0.27,14,7,7,21,9.0,0.38,N
2,2,6,0.5,337.59,0.21,18.75,3,15.5,6,8,72.34,1,0.33,7,6,5,12,4.67,0.4,N
5,5,21,0.2,5295.85,0.07,294.21,0,23.75,18,14,354.63,3,0.2,32,15,21,41,14.93,0.24,N
2,2,7,0.5,648.0,0.17,36.0,3,18.0,7,8,108.0,1,0.18,12,8,9,15,6.0,0.22,N
2,2,7,0.5,744.94,0.15,41.39,3,16.35,7,9,110.36,1,0.17,12,8,9,15,6.75,0.22,N
3,2,11,0.33,305.12,0.24,16.95,1,17.3,10,6,72.65,2,0.38,7,5,6,14,4.2,0.5,N
5,1,13,1.0,712.17,0.16,39.57,1,18.02,10,8,113.3,0,0.71,11,7,6,18,6.29,0.83,N
3,1,9,0.33,368.89,0.2,20.49,1,15.36,8,7,75.28,0,0.43,7,5,6,14,4.9,0.5,N
3,1,7,1.0,301.96,0.21,16.78,1,13.11,6,8,62.91,0,0.5,6,5,5,11,4.8,0.6,N
3,1,7,1.0,301.96,0.21,16.78,1,13.11,6,8,62.91,0,0.5,6,5,5,11,4.8,0.6,N
3,1,7,1.0,301.96,0.21,16.78,1,13.11,6,8,62.91,0,0.5,6,5,5,11,4.8,0.6,N
2,1,5,0.5,570.49,0.18,31.69,1,18.86,5,11,103.73,0,0.14,9,9,13,15,5.5,0.15,N
3,1,7,1.0,301.96,0.21,16.78,1,13.11,6,8,62.91,0,0.5,6,5,5,11,4.8,0.6,N
7,1,19,1.0,1191.72,0.14,66.21,1,23.57,14,8,167.59,0,0.88,16,9,7,25,7.11,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
2,1,6,0.5,56.15,0.5,3.12,0,14.04,6,4,28.07,0,0.2,3,3,6,7,2.0,0.33,N
9,4,32,0.67,20382.96,0.04,1132.39,0,29.58,25,18,776.49,2,0.41,70,24,19,74,26.25,0.47,N
1,1,2,1.0,190.2,0.2,10.57,0,7.61,3,6,38.04,1,0.14,5,3,5,7,5.0,0.2,N
2,1,6,0.5,919.54,0.07,51.09,0,5.05,6,9,68.11,0,0.25,9,3,6,10,13.5,0.33,N
5,5,24,0.2,9208.55,0.06,511.59,0,31.67,21,12,540.01,3,0.24,54,19,18,55,17.05,0.28,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
73,60,357,0.21,551711.63,0.01,30650.65,0,104.26,286,33,7584.34,14,0.48,507,115,139,545,72.74,0.51,N
7,6,32,0.14,15707.85,0.05,872.66,0,32.91,27,15,718.97,3,0.3,67,23,20,70,21.85,0.35,N
4,1,14,0.25,2628.09,0.08,146.01,0,17.43,12,13,214.05,0,0.29,17,9,11,31,12.28,0.36,N
2,2,7,0.5,12.0,0.67,0.67,0,5.33,7,3,8.0,1,0.4,1,1,2,3,1.5,1.0,N
6,1,18,0.17,14337.59,0.03,796.53,3,16.82,14,23,491.14,0,0.22,33,13,22,62,29.19,0.27,N
2,1,5,0.5,548.5,0.11,30.47,1,6.77,5,9,60.94,0,0.25,6,3,5,11,9.0,0.4,N
3,2,10,1.0,2698.79,0.09,149.93,1,22.3,9,15,245.34,3,0.25,22,15,10,28,11.0,0.3,N
4,3,16,0.75,2275.01,0.09,126.39,3,18.8,14,13,206.82,3,0.33,22,13,10,22,11.0,0.4,N
4,2,14,0.75,3909.7,0.08,217.21,1,24.22,12,16,307.71,3,0.31,27,17,11,34,12.71,0.36,N
14,4,63,0.64,29713.51,0.05,1650.75,1,67.49,51,23,1416.11,11,0.07,104,57,45,120,20.98,0.31,N
17,7,68,0.82,44903.55,0.02,2494.64,1,23.0,53,24,1016.34,6,0.44,81,22,34,103,44.18,0.47,N
19,12,88,0.58,65784.09,0.02,3654.67,2,37.9,71,21,1579.02,7,0.35,123,31,46,154,41.66,0.38,N
13,13,72,0.85,15561.2,0.08,864.51,0,91.37,61,15,1192.43,24,0.21,87,50,42,111,13.05,0.28,N
7,4,30,1.0,11013.33,0.05,611.85,5,31.61,25,14,590.0,3,0.32,48,18,18,70,18.67,0.39,N
1,1,2,1.0,39.3,0.5,2.18,0,9.83,3,4,19.65,1,0.25,3,3,2,4,2.0,0.5,N
2,1,11,0.5,2379.82,0.11,132.21,0,29.79,11,11,266.27,4,0.01,26,16,12,30,8.94,0.17,N
1,1,1,1.0,446.73,0.14,24.82,1,8.31,2,11,60.92,0,0.13,4,3,6,12,7.33,0.17,N
8,1,25,0.75,41237.44,0.01,2290.97,1,7.53,19,20,557.26,0,0.38,37,5,19,83,74.0,0.42,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
5,2,16,0.2,9341.9,0.03,518.99,0,9.46,13,13,297.35,1,0.25,29,6,13,41,31.42,0.31,N
15,8,46,0.47,109551.27,0.02,6086.18,1,25.02,33,25,1655.44,3,0.1,90,17,78,217,66.18,0.18,N
2,1,8,0.5,12331.3,0.05,685.07,0,27.71,8,15,584.6,1,0.04,45,16,15,73,21.09,0.1,N
3,3,15,0.33,41502.39,0.03,2305.69,1,41.24,14,20,1308.23,4,0.04,92,29,34,141,31.72,0.08,N
4,2,14,0.75,5608.87,0.07,311.6,0,30.78,12,15,415.47,3,0.05,36,20,15,45,13.5,0.21,N
14,7,48,0.36,33576.57,0.04,1865.36,0,42.12,36,24,1189.17,6,0.13,80,34,62,123,28.24,0.19,N
3,2,9,0.33,1147.86,0.13,63.77,3,18.87,8,12,147.16,1,0.21,13,10,9,20,7.8,0.3,N
3,2,9,0.33,1147.86,0.13,63.77,3,18.87,8,12,147.16,1,0.21,13,10,9,20,7.8,0.3,N
2,1,6,0.5,211.89,0.23,11.77,3,11.07,6,7,48.43,0,0.29,5,4,5,9,4.38,0.4,N
4,3,16,0.25,1821.84,0.11,101.21,0,21.13,14,10,196.2,3,0.24,13,7,8,35,9.29,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.21,9,6,6,25,7.5,0.5,N
4,3,16,0.25,2084.61,0.1,115.81,0,20.85,14,10,208.46,3,0.24,14,7,8,37,10.0,0.5,N
7,7,37,0.14,23549.34,0.03,1308.3,2,25.36,32,14,772.85,2,0.16,74,17,36,82,30.47,0.19,N
14,11,59,0.5,51461.36,0.02,2858.96,2,31.37,47,27,1270.65,4,0.23,96,32,45,120,40.5,0.3,N
1,1,1,1.0,23.22,0.5,1.29,2,5.8,2,4,11.61,0,0.04,1,1,5,4,2.0,0.2,N
5,3,18,0.2,3299.03,0.07,183.28,2,16.12,15,13,230.7,1,0.38,22,10,11,29,14.3,0.45,N
12,9,50,0.58,63608.7,0.02,3533.82,2,30.92,40,27,1402.31,5,0.25,84,25,41,162,45.36,0.28,N
7,7,27,0.86,8406.04,0.05,467.0,3,25.34,22,15,461.51,4,0.23,34,14,23,61,18.21,0.26,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
8,5,31,0.13,26179.43,0.03,1454.41,0,29.49,25,19,878.64,1,0.11,69,22,36,95,29.8,0.22,N
17,12,48,0.24,49333.63,0.03,2740.76,0,42.41,33,32,1446.51,9,0.17,81,38,67,155,34.11,0.24,N
2,2,10,0.5,644.64,0.2,35.81,0,25.79,10,6,128.93,4,0.08,15,9,11,18,5.0,0.17,N
5,1,16,0.8,8552.95,0.04,475.16,1,13.81,13,16,343.65,0,0.15,28,9,20,46,24.89,0.25,N
5,1,18,1.0,20101.19,0.02,1116.73,0,11.26,15,13,475.77,0,0.12,39,6,20,73,42.25,0.23,N
9,5,31,0.78,8776.91,0.04,487.61,0,13.96,24,13,350.08,1,0.2,27,7,28,54,25.07,0.31,N
2,2,8,0.5,4402.26,0.11,244.57,0,52.81,8,12,482.15,3,0.03,35,23,17,59,9.13,0.12,N
6,4,28,0.17,18778.17,0.05,1043.23,1,56.19,24,18,1027.18,9,0.08,65,32,38,117,18.28,0.16,N
10,6,41,0.1,27606.4,0.03,1533.69,0,29.4,33,11,900.91,1,0.17,78,14,46,116,30.64,0.22,N
2,2,14,0.5,3256.84,0.1,180.94,1,35.49,14,13,340.0,8,0.05,28,19,19,40,9.58,0.11,N
1,1,2,1.0,7303.85,0.07,405.77,0,40.08,3,9,541.03,1,0.04,45,15,19,73,13.5,0.05,N
3,2,11,0.33,720.66,0.17,40.04,0,21.06,10,9,123.19,1,0.19,13,10,10,16,5.85,0.3,N
1,1,1,1.0,1863.6,0.09,103.53,0,15.4,2,5,169.42,0,0.08,22,5,9,29,11.0,0.11,N
15,9,58,0.93,153302.39,0.02,8516.8,1,40.31,45,25,2485.98,4,0.12,148,30,80,282,61.67,0.19,N
5,3,21,0.2,7647.27,0.06,424.85,0,25.42,18,15,440.92,3,0.13,37,16,22,52,17.34,0.23,N
5,2,23,0.2,14745.1,0.05,819.17,0,41.51,20,17,782.32,6,0.08,51,23,32,96,18.85,0.16,N
3,3,15,0.33,428.33,0.27,23.8,0,30.46,14,6,114.22,5,0.11,10,8,12,20,3.75,0.25,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
9,4,35,0.44,39260.76,0.03,2181.15,0,31.55,28,27,1113.02,1,0.25,81,31,24,109,35.27,0.31,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
15,6,57,0.67,140810.71,0.02,7822.82,0,39.17,44,27,2348.57,1,0.26,151,34,34,245,59.96,0.41,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
16,8,59,0.31,89317.82,0.02,4962.1,1,36.04,45,27,1794.21,6,0.15,118,32,62,187,49.78,0.25,N
4,3,16,0.25,4849.12,0.04,269.4,0,8.42,14,16,202.05,1,0.33,15,5,9,31,24.0,0.44,N
2,1,5,0.5,99.85,0.29,5.55,0,8.15,5,7,28.53,0,0.4,2,2,3,7,3.5,0.67,N
2,1,5,0.5,19439.64,0.05,1079.98,0,46.75,5,14,953.33,0,0.09,67,23,12,116,20.39,0.17,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
3,3,10,0.33,1334.38,0.1,74.13,0,13.34,9,12,133.44,2,0.5,10,6,5,22,10.0,0.6,N
7,2,24,1.0,12991.07,0.04,721.73,0,20.89,19,21,520.95,1,0.25,38,16,21,62,24.94,0.33,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
3,2,15,1.0,22143.15,0.04,1230.18,0,34.87,14,20,878.7,3,0.08,63,25,14,97,25.2,0.14,N
5,2,23,0.6,4857.82,0.07,269.88,0,21.59,20,15,323.85,2,0.12,30,15,19,36,15.0,0.26,N
9,2,36,0.56,19100.2,0.03,1061.12,2,20.73,29,17,629.18,2,0.26,50,14,24,77,30.36,0.33,N
1,1,16,1.0,2040.0,0.18,113.33,0,63.53,17,8,360.0,8,0.02,34,24,16,38,5.67,0.06,N
10,2,32,0.1,21129.06,0.03,1173.84,0,23.31,24,22,701.84,2,0.14,52,19,35,79,30.11,0.26,N
10,2,32,0.1,21129.06,0.03,1173.84,0,23.31,24,22,701.84,2,0.14,52,19,35,79,30.11,0.26,N
1,1,4,1.0,931.41,0.17,51.74,0,28.4,5,7,162.63,2,0.04,18,11,9,21,5.73,0.11,N
1,1,5,1.0,772.6,0.25,42.92,0,49.83,6,6,196.21,3,0.03,21,16,9,23,3.94,0.1,N
1,1,5,1.0,405.89,0.25,22.55,0,24.59,6,5,99.91,2,0.06,13,8,6,14,4.05,0.17,N
1,1,5,1.0,405.89,0.25,22.55,0,24.59,6,5,99.91,2,0.05,13,8,6,14,4.05,0.17,N
1,1,34,1.0,34432.76,0.04,1912.93,2,68.44,31,17,1535.08,6,0.01,95,36,48,173,22.43,0.02,N
1,1,21,1.0,4571.18,0.15,253.95,1,98.33,22,5,670.44,1,0.03,60,22,21,81,6.82,0.05,N
1,1,24,1.0,18239.92,0.06,1013.33,1,63.11,23,13,1072.94,6,0.01,68,26,30,135,17.0,0.03,N
1,1,24,1.0,18239.92,0.06,1013.33,1,63.11,23,13,1072.94,6,0.01,68,26,30,135,17.0,0.03,N
1,1,79,1.0,92334.31,0.03,5129.68,1,74.33,64,22,2619.79,12,0.01,157,49,92,269,35.24,0.01,N
5,5,13,0.2,9505.92,0.05,528.11,2,27.77,10,17,513.83,2,0.11,37,17,23,64,18.5,0.19,N
11,1,40,0.36,10402.78,0.05,577.93,4,27.51,31,14,535.0,0,0.24,50,18,26,57,19.44,0.42,N
3,1,19,0.33,3931.9,0.1,218.44,0,37.98,18,11,386.43,6,0.06,37,20,19,41,10.17,0.15,N
1,1,2,1.0,94.75,0.27,5.26,0,6.74,3,5,25.27,1,0.11,3,2,4,6,3.75,0.25,N
1,1,2,1.0,39.3,0.5,2.18,1,9.83,3,4,19.65,1,0.25,3,3,2,4,2.0,0.5,N
1,1,2,1.0,31.02,0.5,1.72,0,7.75,3,4,15.51,1,0.14,2,2,2,4,2.0,0.5,N
1,1,2,1.0,666.08,0.11,37.0,1,8.22,3,9,74.01,1,0.14,8,4,5,12,9.0,0.2,N
1,1,3,1.0,296.48,0.19,16.47,1,10.76,4,6,56.47,2,0.11,7,4,3,10,5.25,0.2,N
1,1,2,1.0,31.02,0.5,1.72,0,7.75,3,4,15.51,1,0.2,2,2,2,4,2.0,0.5,N
1,1,2,1.0,544.91,0.13,30.27,1,8.51,3,8,68.11,1,0.14,8,4,5,11,8.0,0.2,N
1,1,3,1.0,221.89,0.23,12.33,1,11.59,4,5,50.72,2,0.11,7,4,3,9,4.38,0.2,N
1,1,1,1.0,110.95,0.29,6.16,1,9.06,2,7,31.7,0,0.25,2,2,2,8,3.5,0.5,N
1,1,2,1.0,186.03,0.21,10.33,1,8.54,3,7,39.86,1,0.13,4,3,4,8,4.67,0.25,N
1,1,2,1.0,31.02,0.5,1.72,1,7.75,3,4,15.51,1,0.17,2,2,2,4,2.0,0.5,N
1,1,17,1.0,1976.72,0.19,109.82,0,71.72,18,7,376.52,9,0.02,36,24,18,40,5.25,0.06,N
3,1,11,0.33,2632.25,0.09,146.24,1,19.34,10,14,225.62,4,0.09,20,12,12,28,11.67,0.25,N
1,1,3,1.0,559.51,0.14,31.08,0,10.79,4,8,77.71,2,0.08,9,5,5,12,7.2,0.2,N
3,1,13,0.33,2976.12,0.09,165.34,1,26.68,12,13,281.76,5,0.07,26,16,14,32,10.56,0.21,N
1,1,5,1.0,605.57,0.2,33.64,0,24.22,6,6,121.11,3,0.05,15,9,7,16,5.0,0.14,N
4,1,13,0.75,3750.95,0.07,208.39,2,19.14,11,14,267.93,0,0.13,24,12,18,33,14.0,0.21,N
1,1,8,1.0,1910.42,0.16,106.13,1,48.13,9,7,303.24,1,0.02,27,15,8,41,6.3,0.13,N
4,3,15,0.25,13918.64,0.03,773.26,0,16.19,13,15,474.74,1,0.11,43,11,19,58,29.32,0.18,N
3,1,9,0.33,1352.83,0.1,75.16,1,12.72,8,15,131.18,0,0.23,11,8,9,18,10.31,0.33,N
1,1,11,1.0,996.88,0.22,55.38,0,49.84,12,7,222.91,5,0.02,23,18,12,25,4.47,0.08,N
2,2,7,0.5,703.67,0.16,39.09,0,18.01,7,10,112.59,3,0.07,10,8,8,17,6.25,0.25,N
2,2,6,0.5,411.19,0.19,22.84,0,14.1,6,9,76.15,2,0.08,6,5,7,14,5.4,0.29,N
1,1,58,1.0,64918.77,0.03,3606.6,0,41.9,46,26,1649.31,6,0.01,109,36,94,168,39.36,0.01,N
8,6,41,0.13,8234.67,0.13,457.48,1,134.45,35,9,1052.21,12,0.06,80,46,73,102,7.83,0.11,N
1,1,11,1.0,1371.34,0.2,76.19,0,55.91,12,8,276.9,7,0.02,26,21,14,31,4.95,0.07,N
2,2,9,0.5,933.54,0.17,51.86,0,25.93,9,10,155.59,4,0.05,12,10,11,24,6.0,0.18,N
1,1,11,1.0,809.5,0.28,44.97,0,61.38,12,6,222.91,7,0.02,23,19,12,25,3.63,0.08,N
1,1,5,1.0,329.97,0.3,18.33,0,29.7,6,5,98.99,2,0.04,12,9,6,14,3.33,0.17,N
1,1,1,1.0,0.0,0.0,0.0,1,0.0,2,0,0.0,0,0.2,0,0,0,0,0.0,1.0,N
1,1,2,1.0,145.3,0.29,8.07,2,11.86,3,7,41.51,1,0.2,4,4,2,8,3.5,0.5,N
14,12,54,0.86,62115.21,0.02,3450.85,3,37.11,42,21,1518.2,5,0.07,113,29,85,156,40.91,0.15,N
1,1,5,1.0,1177.03,0.18,65.39,0,38.33,6,7,212.4,4,0.03,19,12,12,31,5.54,0.07,N
2,1,7,0.5,703.67,0.16,39.09,0,18.01,7,10,112.59,1,0.13,10,8,11,17,6.25,0.18,N
3,1,9,1.0,1121.45,0.12,62.3,0,16.48,8,11,135.93,1,0.14,12,8,11,20,8.25,0.27,N
6,2,23,0.5,21997.42,0.03,1222.08,4,24.16,19,19,728.96,3,0.07,54,17,27,87,30.18,0.21,N
3,2,11,0.33,410.22,0.23,22.79,1,21.43,10,7,93.77,1,0.12,10,8,9,14,4.38,0.27,N
1,1,2,1.0,39.3,0.5,2.18,1,9.83,3,4,19.65,1,0.13,3,3,2,4,2.0,0.5,N
1,1,4,1.0,572.0,0.18,31.78,0,18.91,5,8,104.0,3,0.05,11,8,5,15,5.5,0.2,N
1,1,3,1.0,226.54,0.29,12.59,0,18.49,4,7,64.73,2,0.05,7,7,4,10,3.5,0.25,N
2,1,5,0.5,810.0,0.13,45.0,0,14.4,5,10,108.0,0,0.33,9,6,3,18,7.5,0.67,N
2,1,6,0.5,1030.52,0.11,57.25,0,11.83,6,8,110.41,0,0.29,14,6,4,15,9.33,0.5,N
2,1,5,0.5,750.0,0.13,41.67,1,13.33,5,10,100.0,0,0.29,9,6,5,16,7.5,0.4,N
21,6,77,0.43,139594.59,0.01,7755.26,5,29.75,58,30,2037.88,2,0.4,137,30,49,208,68.5,0.42,N
27,1,93,0.48,118062.58,0.03,6559.03,4,74.42,68,24,2964.18,0,0.13,156,47,115,326,39.83,0.23,N
6,6,26,0.17,38830.0,0.03,2157.22,3,36.73,22,28,1194.18,5,0.14,72,31,37,131,32.52,0.16,N
6,6,37,0.83,9416.54,0.07,523.14,0,46.25,33,14,659.92,12,0.15,53,26,25,71,14.27,0.23,N
2,2,8,0.5,870.87,0.15,48.38,0,20.61,8,10,133.98,3,0.18,13,10,7,18,6.5,0.25,N
3,2,10,0.33,1055.91,0.12,58.66,0,14.06,9,8,121.84,1,0.3,13,6,6,19,8.67,0.43,N
3,3,9,0.33,272.46,0.25,15.14,0,17.03,8,6,68.11,2,0.38,8,6,5,11,4.0,0.6,N
1,1,2,1.0,149.49,0.27,8.3,2,10.63,3,6,39.86,1,0.02,5,4,4,7,3.75,0.25,N
2,2,7,0.5,1230.67,0.1,68.37,0,11.16,7,9,117.21,1,0.18,14,6,9,16,10.5,0.22,N
12,1,34,0.5,27117.88,0.03,1506.55,5,26.07,24,24,840.86,0,0.25,43,16,41,115,32.25,0.26,N
1,1,2,1.0,109.62,0.33,6.09,2,12.18,3,6,36.54,1,0.17,4,4,5,7,3.0,0.2,N
1,1,2,1.0,133.19,0.29,7.4,1,10.87,3,7,38.05,1,0.2,4,4,4,7,3.5,0.25,N
1,1,3,1.0,362.64,0.21,20.15,1,16.65,4,7,77.71,2,0.14,8,6,5,13,4.67,0.2,N
1,1,1,1.0,519.62,0.14,28.87,0,10.6,2,10,74.23,0,0.17,7,5,3,12,7.0,0.33,N
1,1,2,1.0,200.76,0.25,11.15,1,12.55,3,8,50.19,1,0.2,4,4,4,10,4.0,0.25,N
1,1,1,1.0,17.41,0.67,0.97,1,7.74,2,3,11.61,0,0.2,2,2,4,3,1.5,0.25,N
4,3,14,0.25,11688.41,0.03,649.36,3,13.35,12,21,395.0,2,0.24,31,11,13,48,29.59,0.31,N
47,1,153,0.11,142651.41,0.02,7925.08,1,49.53,108,24,2658.1,0,0.72,161,36,62,289,53.67,0.75,N
13,13,71,0.08,23185.06,0.04,1288.06,1,37.1,60,10,927.4,1,0.37,100,20,30,89,25.0,0.43,N
2,1,6,0.5,2487.99,0.09,138.22,3,21.82,6,13,232.99,1,0.04,23,14,15,26,10.68,0.13,N
14,14,61,1.0,42589.6,0.03,2366.09,4,36.12,49,17,1240.23,5,0.22,101,25,34,129,34.34,0.41,N
2,2,7,0.5,629.06,0.16,34.95,1,15.92,7,11,100.08,2,0.2,8,7,7,16,6.29,0.29,N
9,4,36,1.0,18244.42,0.03,1013.58,1,17.48,29,21,564.71,4,0.43,40,13,18,71,32.31,0.5,N
56,42,241,0.75,469829.8,0.01,26101.66,2,65.73,187,31,5557.13,18,0.35,360,66,129,482,84.55,0.41,N
3,2,10,1.0,1041.34,0.11,57.85,0,11.71,9,12,110.45,1,0.3,11,7,7,15,9.43,0.43,N
1,1,1,1.0,1389.74,0.1,77.21,3,13.9,2,10,138.97,0,0.08,14,7,9,20,10.0,0.11,N
4,3,16,0.25,2087.05,0.1,115.95,0,20.0,14,11,204.33,3,0.24,13,7,8,36,10.21,0.5,N
4,3,16,0.25,2087.05,0.1,115.95,0,20.0,14,11,204.33,3,0.24,13,7,8,36,10.21,0.5,N
5,1,18,0.8,2632.27,0.05,146.24,2,7.1,15,11,136.74,0,0.36,14,4,10,21,19.25,0.5,N
16,13,69,1.0,94697.4,0.02,5260.97,0,24.44,55,27,1521.24,5,0.11,83,18,57,194,62.25,0.27,N
5,1,18,0.2,19354.95,0.03,1075.28,0,17.69,15,20,585.15,0,0.11,43,13,22,73,33.08,0.23,N
2,2,5,0.5,1083.64,0.12,60.2,0,14.8,5,14,126.66,1,0.25,11,9,4,17,8.56,0.5,N
5,3,23,0.2,29442.05,0.03,1635.67,0,27.87,20,21,905.91,3,0.09,65,21,24,103,32.5,0.19,N
2,2,9,0.5,3854.26,0.07,214.13,0,18.02,9,13,263.54,3,0.1,18,8,12,42,14.62,0.17,N
3,3,15,0.33,10839.37,0.05,602.19,0,30.83,14,15,578.1,3,0.11,35,14,19,84,18.75,0.16,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
2,1,7,0.5,586.67,0.15,32.59,0,13.2,7,10,88.0,1,0.2,8,6,7,14,6.67,0.29,N
1,1,2,1.0,186.03,0.21,10.33,0,8.54,3,7,39.86,1,0.14,4,3,4,8,4.67,0.25,N
4,1,12,0.75,1734.69,0.08,96.37,0,10.26,10,12,133.44,0,0.29,13,6,9,19,13.0,0.44,N
7,4,30,0.57,7325.95,0.07,407.0,0,32.56,25,15,488.4,3,0.17,38,19,27,58,15.0,0.23,N
19,18,58,0.05,82676.06,0.02,4593.11,0,29.08,41,31,1550.56,2,0.16,86,25,79,181,53.32,0.24,N
2,2,8,0.5,820.29,0.14,45.57,0,16.4,8,9,116.0,2,0.13,11,7,11,18,7.07,0.18,N
1,1,1,1.0,32.5,0.5,1.81,0,8.13,2,4,16.25,0,0.14,1,1,4,6,2.0,0.25,N
3,3,14,0.33,1868.55,0.09,103.81,0,14.31,13,10,163.5,3,0.14,16,7,13,24,11.43,0.21,N
