BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,Defective
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,3,17.44,5.63,551.81,0.03,N
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,N
12,9,18,2,12,8,0.4,6,2.0,7,0.88,28,5,0,2,1,27.79,11.33,3570.0,0.11,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
5,3,4,0,8,3,0.6,4,2.0,3,1.0,15,1,0,1,1,10.03,17.33,3014.58,0.06,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,N
3,3,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,1,19.99,4.0,319.82,0.03,N
7,3,13,1,12,4,0.27,6,2.0,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,N
11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,N
3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,N
5,4,8,1,8,3,0.27,4,2.0,3,1.0,14,1,0,3,3,13.21,17.1,3863.67,0.08,N
5,5,8,1,8,3,0.27,4,2.0,3,1.0,15,1,0,3,3,14.42,17.18,4256.92,0.08,N
5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,N
3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,N
5,2,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,2,5,0,6,3,0.43,2,3.0,3,1.0,10,3,1,2,2,16.59,5.79,555.43,0.03,N
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,N
13,4,15,1,24,7,0.41,12,2.0,7,1.0,37,1,0,2,6,20.11,31.88,20434.13,0.21,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,N
7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,N
7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,N
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,N
5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,N
3,2,5,0,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,13.02,7.5,732.54,0.03,N
11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,N
5,3,8,1,8,3,0.27,4,2.0,3,1.0,13,1,0,3,2,8.83,23.14,4728.77,0.07,N
5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,N
7,1,9,0,12,4,0.36,6,2.0,3,0.75,15,1,0,2,2,9.5,22.29,4719.55,0.07,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,7,1,0,1,3,11.42,6.67,507.65,0.03,N
3,1,3,2,4,2,0.5,2,2.0,1,0.5,6,1,0,1,1,26.21,5.41,766.89,0.05,N
7,0,7,0,12,4,0.44,6,2.0,1,0.25,12,1,0,2,2,13.75,12.0,1980.7,0.06,N
5,2,11,0,8,3,0.21,4,2.0,3,1.0,10,1,0,3,1,21.31,10.4,2305.21,0.07,N
3,2,19,5,4,2,0.1,2,2.0,2,1.0,10,1,0,2,5,39.59,16.58,10880.48,0.22,N
9,4,17,3,16,5,0.25,8,2.0,3,0.6,23,1,0,3,4,35.31,17.78,11158.55,0.21,N
9,6,21,3,14,5,0.2,6,2.33,4,0.8,21,4,0,4,2,39.05,17.54,12010.76,0.23,N
5,2,17,1,6,3,0.16,2,3.0,2,0.67,10,3,1,2,3,40.35,18.33,13562.05,0.25,N
9,6,20,3,14,5,0.21,6,2.33,4,0.8,20,5,1,4,2,36.51,18.02,11854.69,0.22,N
3,2,13,4,4,2,0.13,2,2.0,2,1.0,8,1,0,2,4,29.63,13.0,5006.9,0.13,N
7,4,9,3,12,4,0.36,6,2.0,2,0.5,16,1,0,2,3,33.75,10.33,3604.18,0.12,N
5,5,11,2,6,3,0.23,2,3.0,2,0.67,12,3,1,2,1,28.53,12.79,4669.85,0.12,N
7,2,17,1,8,4,0.21,2,4.0,2,0.5,12,4,1,2,4,40.2,18.67,14007.31,0.25,N
5,1,3,0,8,3,0.75,4,2.0,1,0.33,11,1,0,1,2,17.86,5.25,492.27,0.03,N
13,2,9,1,20,7,0.7,8,2.5,1,0.14,25,7,1,1,2,17.4,18.42,5901.18,0.11,N
67,12,106,18,100,35,0.28,38,2.63,26,0.74,143,26,0,19,3,72.43,57.44,238951.09,1.39,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
3,3,4,0,4,2,0.4,2,2.0,1,0.5,8,1,0,1,2,10.79,7.2,559.51,0.03,N
6,5,16,1,4,4,0.2,2,2.0,3,0.75,15,1,0,4,2,15.54,13.0,2626.61,0.07,N
3,2,2,5,4,2,0.67,2,2.0,2,1.0,6,1,0,1,0,9.0,3.0,81.0,0.01,N
3,2,2,4,4,2,0.5,2,2.0,2,1.0,6,1,0,2,0,8.98,2.5,56.15,0.01,N
3,0,1,4,4,2,1.0,2,2.0,1,0.5,6,1,0,1,0,6.97,5.0,174.35,0.01,N
3,1,7,3,4,2,0.22,2,2.0,1,0.5,8,1,0,2,4,19.63,10.05,1980.5,0.07,N
287,74,558,111,570,144,0.22,284,2.0,115,0.8,710,124,0,105,0,310.31,53.33,882628.66,5.52,N
5,3,6,1,8,3,0.43,4,2.0,3,1.0,12,3,1,1,0,7.67,13.75,1450.43,0.04,N
3,2,3,1,4,2,0.5,2,2.0,2,1.0,6,1,0,1,2,14.52,5.79,486.0,0.03,N
31,6,34,1,50,16,0.4,20,2.5,12,0.75,61,15,0,6,3,31.2,30.8,29601.09,0.32,N
29,6,34,1,48,15,0.38,20,2.4,11,0.73,59,14,0,6,3,33.28,26.56,23481.15,0.29,N
31,6,34,1,50,16,0.4,20,2.5,12,0.75,61,15,0,6,3,31.2,30.8,29601.09,0.32,N
13,13,34,5,24,7,0.18,12,2.0,4,0.57,49,1,0,4,4,44.14,14.25,8962.72,0.21,N
21,15,31,3,34,11,0.31,16,2.13,8,0.73,53,5,0,4,0,35.37,18.78,12477.97,0.22,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,3,17.44,5.63,551.81,0.03,N
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,1,6,0,4,3,0.3,2,2.0,1,0.33,10,1,0,4,0,8.31,9.17,698.02,0.03,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,5,1,0,0,0,8.3,4.0,132.88,0.01,N
5,1,4,0,8,3,0.5,4,2.0,2,0.67,9,1,0,2,1,8.54,5.83,290.67,0.02,N
3,1,3,0,4,2,0.4,2,2.0,1,0.5,6,1,0,2,3,12.14,5.33,345.2,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,2,0,6,2,0.67,2,3.0,1,0.5,5,1,0,1,1,9.34,6.67,415.13,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,1,11.41,2.5,71.32,0.01,N
3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,0,9.51,3.0,85.59,0.01,N
5,2,3,0,6,3,0.6,2,3.0,2,0.67,9,1,0,2,2,18.2,5.5,550.43,0.03,N
3,1,3,0,4,2,0.4,2,2.0,1,0.5,6,1,0,2,3,20.31,3.38,231.3,0.02,N
3,2,5,0,4,2,0.25,2,2.0,1,0.5,8,1,0,3,1,24.31,4.28,444.89,0.03,N
3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,N
3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,N
3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,N
3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,N
3,1,2,4,4,2,0.67,2,2.0,2,1.0,5,1,0,1,0,8.0,3.0,72.0,0.01,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,5,1,0,1,1,9.51,3.0,85.59,0.01,N
5,2,4,4,8,3,0.6,4,2.0,2,0.67,11,1,0,1,1,11.72,6.0,421.94,0.02,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,0,10.3,4.0,164.84,0.01,N
5,3,7,0,8,3,0.3,4,2.0,3,1.0,10,1,0,3,2,23.36,5.25,643.78,0.04,N
5,3,7,0,8,3,0.3,4,2.0,3,1.0,10,1,0,3,3,26.21,5.09,679.32,0.04,N
5,0,1,0,6,3,1.5,2,3.0,1,0.33,8,3,1,1,1,7.52,7.88,466.26,0.02,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,5,1,0,1,0,9.49,3.5,116.27,0.01,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,0,9.49,3.5,116.27,0.01,N
3,1,3,4,4,2,0.5,2,2.0,2,1.0,5,1,0,1,0,7.4,5.83,251.91,0.01,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,N
12,9,18,2,12,8,0.4,6,2.0,7,0.88,28,5,0,2,1,27.79,11.33,3570.0,0.11,N
5,8,12,3,8,3,0.2,4,2.0,3,1.0,18,1,0,3,2,16.58,12.57,2621.1,0.07,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,1,1,4,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,2,7.0,6.0,252.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,N
3,3,4,0,4,2,0.4,2,2.0,1,0.5,8,1,0,1,2,10.79,7.2,559.51,0.03,N
6,5,16,1,4,4,0.2,2,2.0,3,0.75,15,1,0,4,2,15.54,13.0,2626.61,0.07,N
7,2,12,0,12,4,0.27,6,2.0,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,N
7,3,12,0,12,4,0.27,6,2.0,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,N
3,2,2,5,4,2,0.67,2,2.0,2,1.0,6,1,0,1,0,9.0,3.0,81.0,0.01,N
3,2,2,4,4,2,0.5,2,2.0,2,1.0,6,1,0,2,0,8.98,2.5,56.15,0.01,N
3,0,1,4,4,2,1.0,2,2.0,1,0.5,6,1,0,1,0,6.97,5.0,174.35,0.01,N
3,2,3,0,4,2,0.5,2,2.0,2,1.0,6,1,0,1,0,15.0,2.0,60.0,0.01,N
3,2,3,0,4,2,0.5,2,2.0,2,1.0,9,1,0,1,0,9.77,7.2,506.22,0.02,N
5,2,8,0,8,3,0.33,4,2.0,3,1.0,9,1,0,1,2,14.12,17.85,4498.36,0.08,N
3,1,5,0,4,2,0.33,2,2.0,2,1.0,5,1,0,1,1,10.04,17.5,3074.62,0.06,N
9,1,14,2,16,5,0.29,8,2.0,2,0.4,18,1,0,3,1,9.4,27.43,7072.27,0.09,N
5,12,11,4,8,3,0.23,4,2.0,3,1.0,21,1,0,2,0,20.91,14.06,4130.8,0.1,N
5,3,0,0,8,3,1.0,2,4.0,3,1.0,9,1,0,0,2,10.3,11.0,1246.3,0.04,N
7,7,10,12,12,4,0.31,6,2.0,4,1.0,21,1,0,3,1,16.71,15.75,4143.93,0.09,N
3,8,7,9,4,2,0.25,2,2.0,2,1.0,14,1,0,1,0,26.49,7.54,1505.47,0.07,N
7,12,17,8,12,4,0.21,6,2.0,4,1.0,24,1,0,2,4,51.96,5.57,1612.97,0.1,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,3,17.44,5.63,551.81,0.03,N
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,1,6,0,4,3,0.3,2,2.0,1,0.33,10,1,0,4,0,8.31,9.17,698.02,0.03,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,5,1,0,0,0,8.3,4.0,132.88,0.01,N
5,1,4,0,8,3,0.5,4,2.0,2,0.67,9,1,0,2,1,8.54,5.83,290.67,0.02,N
3,1,3,0,4,2,0.4,2,2.0,1,0.5,6,1,0,2,3,12.14,5.33,345.2,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,2,0,6,2,0.67,2,3.0,1,0.5,5,1,0,1,1,9.34,6.67,415.13,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,N
3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,1,11.41,2.5,71.32,0.01,N
3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,0,9.51,3.0,85.59,0.01,N
5,2,3,0,6,3,0.6,2,3.0,2,0.67,9,1,0,2,2,18.2,5.5,550.43,0.03,N
3,1,3,0,4,2,0.4,2,2.0,1,0.5,6,1,0,2,3,20.31,3.38,231.3,0.02,N
3,2,5,0,4,2,0.25,2,2.0,1,0.5,8,1,0,3,1,24.31,4.28,444.89,0.03,N
3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,N
3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,N
3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,N
3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,N
3,1,2,4,4,2,0.67,2,2.0,2,1.0,5,1,0,1,0,8.0,3.0,72.0,0.01,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,5,1,0,1,1,9.51,3.0,85.59,0.01,N
5,2,4,4,8,3,0.6,4,2.0,2,0.67,11,1,0,1,1,11.72,6.0,421.94,0.02,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,0,10.3,4.0,164.84,0.01,N
5,3,7,0,8,3,0.3,4,2.0,3,1.0,10,1,0,3,2,23.36,5.25,643.78,0.04,N
5,3,7,0,8,3,0.3,4,2.0,3,1.0,10,1,0,3,3,26.21,5.09,679.32,0.04,N
5,0,1,0,6,3,1.5,2,3.0,1,0.33,8,3,1,1,1,7.52,7.88,466.26,0.02,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,5,1,0,1,0,9.49,3.5,116.27,0.01,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,0,9.49,3.5,116.27,0.01,N
3,1,3,4,4,2,0.5,2,2.0,2,1.0,5,1,0,1,0,7.4,5.83,251.91,0.01,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,N
12,9,18,2,12,8,0.4,6,2.0,7,0.88,28,5,0,2,1,27.79,11.33,3570.0,0.11,N
5,8,12,3,8,3,0.2,4,2.0,3,1.0,18,1,0,3,2,16.58,12.57,2621.1,0.07,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
5,3,4,0,8,3,0.6,4,2.0,3,1.0,15,1,0,1,1,10.03,17.33,3014.58,0.06,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,N
3,3,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,1,19.99,4.0,319.82,0.03,N
7,3,13,1,12,4,0.27,6,2.0,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,N
11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,N
3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,N
5,4,8,1,8,3,0.27,4,2.0,3,1.0,14,1,0,3,3,13.21,17.1,3863.67,0.08,N
5,5,8,1,8,3,0.27,4,2.0,3,1.0,15,1,0,3,3,14.42,17.18,4256.92,0.08,N
5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,N
