HALSTEAD_EFFORT,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,HALSTEAD_LENGTH,NUM_OPERATORS,NUM_OPERANDS,NUMBER_OF_LINES,LOC_CODE_AND_COMMENT,EDGE_COUNT,HALSTEAD_CONTENT,LOC_COMMENTS,NUM_UNIQUE_OPERANDS,NODE_COUNT,CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,BRANCH_COUNT,DECISION_COUNT,HALSTEAD_DIFFICULTY,MODIFIED_CONDITION_COUNT,CALL_PAIRS,Defective
11158.55,619.92,627.67,113,65,48,25,17,23,35.31,3,27,20,16,8,9,8,17.78,4,4,N
12010.76,667.26,684.82,127,70,57,30,21,21,39.05,3,26,18,14,7,9,6,17.54,4,6,N
13562.05,753.45,739.75,139,84,55,22,17,10,40.35,1,24,9,6,3,5,2,18.33,2,2,N
11854.69,658.59,657.86,122,69,53,29,20,20,36.51,3,25,17,14,7,9,6,18.02,4,6,N
5006.9,278.16,385.15,81,53,28,23,13,8,29.63,4,14,8,4,2,3,2,13.0,1,2,N
3604.18,200.23,348.79,68,37,31,18,9,16,33.75,3,21,14,12,6,7,6,10.33,3,4,N
4669.85,259.44,365.0,73,44,29,18,11,12,28.53,2,17,11,6,3,5,2,12.79,2,5,N
14007.31,778.18,750.39,141,85,56,23,17,12,40.2,1,24,10,8,4,7,2,18.67,3,2,N
492.27,27.35,93.77,24,12,12,6,3,11,17.86,0,8,10,8,4,5,4,5.25,2,1,N
5901.18,327.84,320.43,69,35,34,13,9,25,17.4,1,12,20,20,10,13,8,18.42,6,2,N
238951.09,13275.06,4160.31,610,354,256,146,106,143,72.43,18,78,110,100,50,67,38,57.44,31,12,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
221.4,12.3,41.51,12,8,4,2,0,6,7.78,0,3,6,4,2,3,2,5.33,1,1,N
401.52,22.31,57.36,16,9,7,1,0,7,8.18,0,4,7,4,2,3,2,7.0,1,1,N
585.2,32.5,76.0,19,12,7,1,0,7,9.87,0,5,7,4,2,3,2,7.7,1,1,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
980.75,54.49,62.27,18,11,7,4,1,6,3.95,0,2,6,4,2,3,2,15.75,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,5,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
559.51,31.08,77.71,21,12,9,7,4,8,10.79,0,5,8,4,2,3,2,7.2,1,3,N
2626.61,145.92,202.05,46,30,16,23,16,15,15.54,1,8,13,4,2,6,2,13.0,1,5,N
81.0,4.5,27.0,9,7,2,10,2,6,9.0,5,2,6,4,2,3,2,3.0,1,2,N
56.15,3.12,22.46,8,6,2,10,2,6,8.98,4,2,6,4,2,3,2,2.5,1,2,N
174.35,9.69,34.87,11,6,5,8,1,6,6.97,4,3,6,4,2,3,2,5.0,1,0,N
1980.5,110.03,197.15,43,26,17,17,7,8,19.63,3,11,8,4,2,3,2,10.05,1,1,N
882628.66,49034.93,16549.5,2041,1198,843,776,558,710,310.31,111,245,568,570,285,287,284,53.33,143,74,N
1450.43,80.58,105.49,27,17,10,10,6,12,7.67,1,4,11,8,4,5,4,13.75,2,3,N
486.0,27.0,84.0,21,12,9,7,3,6,14.52,1,7,6,4,2,3,2,5.79,1,2,N
29601.09,1644.5,961.07,175,98,77,43,34,61,31.2,1,25,47,50,25,31,20,30.8,15,6,N
23481.15,1304.51,884.0,165,90,75,43,34,59,33.28,1,24,46,48,24,29,20,26.56,14,6,N
29601.09,1644.5,961.07,175,98,77,43,34,61,31.2,1,25,47,50,25,31,20,30.8,15,6,N
8962.72,497.93,628.96,119,62,57,48,34,49,44.14,5,26,44,24,12,13,12,14.25,6,13,N
12477.97,693.22,664.34,124,76,48,40,31,53,35.37,3,23,44,34,17,21,16,18.78,9,15,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
532.29,29.57,92.0,23,14,9,7,4,10,15.9,0,7,9,6,3,5,2,5.79,2,3,N
551.81,30.66,98.1,24,14,10,8,4,10,17.44,0,8,9,6,3,5,2,5.63,2,3,N
1172.67,65.15,125.64,33,19,14,6,3,16,13.46,0,6,15,8,4,5,4,9.33,2,4,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
698.02,38.78,76.15,20,15,5,12,6,10,8.31,0,3,9,4,2,5,2,9.17,1,1,N
132.88,7.38,33.22,10,8,2,1,0,5,8.3,0,2,5,4,2,3,2,4.0,1,1,N
290.67,16.14,49.83,15,10,5,8,4,9,8.54,0,3,8,8,4,5,4,5.83,2,1,N
345.2,19.18,64.73,17,9,8,7,3,6,12.14,0,6,6,4,2,3,2,5.33,1,1,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
415.13,23.06,62.27,18,13,5,5,2,5,9.34,0,3,5,6,3,3,2,6.67,2,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
71.32,3.96,28.53,9,5,4,4,1,6,11.41,0,4,6,4,2,3,2,2.5,1,1,N
85.59,4.75,28.53,9,6,3,4,1,6,9.51,0,3,6,4,2,3,2,3.0,1,1,N
550.43,30.58,100.08,24,13,11,7,3,9,18.2,0,9,8,6,3,5,2,5.5,2,2,N
231.3,12.85,68.53,18,9,9,7,3,6,20.31,0,8,6,4,2,3,2,3.38,1,1,N
444.89,24.72,104.0,26,15,11,10,5,8,24.31,0,9,8,4,2,3,2,4.28,1,2,N
211.89,11.77,48.43,14,9,5,4,1,5,11.07,0,4,5,6,3,3,2,4.38,2,1,N
211.89,11.77,48.43,14,9,5,4,1,5,11.07,0,4,5,6,3,3,2,4.38,2,1,N
211.89,11.77,48.43,14,9,5,4,1,5,11.07,0,4,5,6,3,3,2,4.38,2,1,N
211.89,11.77,48.43,14,9,5,4,1,5,11.07,0,4,5,6,3,3,2,4.38,2,1,N
72.0,4.0,24.0,8,6,2,9,2,5,8.0,4,2,5,4,2,3,2,3.0,1,1,N
85.59,4.75,28.53,9,6,3,5,2,5,9.51,0,3,5,4,2,3,2,3.0,1,1,N
421.94,23.44,70.32,18,10,8,11,4,11,11.72,4,6,10,8,4,5,4,6.0,2,2,N
164.84,9.16,41.21,13,9,4,4,1,5,10.3,0,3,5,6,3,3,2,4.0,2,0,N
643.78,35.77,122.62,30,15,15,12,7,10,23.36,0,10,9,8,4,5,4,5.25,2,3,N
679.32,37.74,133.44,32,16,16,12,7,10,26.21,0,11,9,8,4,5,4,5.09,2,3,N
466.26,25.9,59.21,16,9,7,4,1,8,7.52,0,4,7,6,3,5,2,7.88,2,0,N
116.27,6.46,33.22,10,7,3,5,2,5,9.49,0,3,5,4,2,3,2,3.5,1,1,N
116.27,6.46,33.22,10,7,3,5,2,6,9.49,0,3,6,4,2,3,2,3.5,1,2,N
251.91,14.0,43.19,13,8,5,10,3,5,7.4,4,3,5,4,2,3,2,5.83,1,1,N
58.95,3.28,19.65,7,6,1,4,1,2,6.55,0,1,3,4,2,1,2,3.0,1,1,N
3570.0,198.33,315.0,63,43,20,24,18,28,27.79,2,15,22,12,6,12,6,11.33,3,9,N
2621.1,145.62,208.5,50,34,16,20,12,18,16.58,3,7,17,8,4,5,4,12.57,2,8,N
401.52,22.31,57.36,16,9,7,1,0,7,8.18,0,4,7,4,2,3,2,7.0,1,1,N
585.2,32.5,76.0,19,12,7,1,0,7,9.87,0,5,7,4,2,3,2,7.7,1,1,N
179.89,9.99,44.97,13,10,3,4,1,2,11.24,0,3,3,4,2,1,2,4.0,1,1,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
980.75,54.49,62.27,18,11,7,4,1,6,3.95,0,2,6,4,2,3,2,15.75,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,5,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
1074.15,59.68,79.57,23,17,6,4,1,7,5.89,0,2,6,8,4,5,2,13.5,3,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
179.89,9.99,44.97,13,10,3,8,1,2,11.24,4,3,3,4,2,1,2,4.0,1,1,N
252.0,14.0,42.0,14,10,4,4,1,5,7.0,0,2,5,6,3,3,2,6.0,2,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
221.4,12.3,41.51,12,8,4,2,0,6,7.78,0,3,6,4,2,3,2,5.33,1,1,N
559.51,31.08,77.71,21,12,9,7,4,8,10.79,0,5,8,4,2,3,2,7.2,1,3,N
2626.61,145.92,202.05,46,30,16,23,16,15,15.54,1,8,13,4,2,6,2,13.0,1,5,N
7748.01,430.45,284.98,63,34,29,17,12,15,10.48,0,8,13,12,6,7,6,27.19,3,2,N
8043.39,446.86,324.33,69,38,31,17,12,16,13.08,0,10,14,12,6,7,6,24.8,3,3,N
81.0,4.5,27.0,9,7,2,10,2,6,9.0,5,2,6,4,2,3,2,3.0,1,2,N
56.15,3.12,22.46,8,6,2,10,2,6,8.98,4,2,6,4,2,3,2,2.5,1,2,N
174.35,9.69,34.87,11,6,5,8,1,6,6.97,4,3,6,4,2,3,2,5.0,1,0,N
60.0,3.33,30.0,10,6,4,6,3,6,15.0,0,4,6,4,2,3,2,2.0,1,2,N
506.22,28.12,70.31,19,10,9,6,3,9,9.77,0,5,9,4,2,3,2,7.2,1,2,N
4498.36,249.91,252.01,53,32,21,11,8,9,14.12,0,10,8,8,4,5,4,17.85,2,2,N
3074.62,170.81,175.69,40,26,14,8,5,5,10.04,0,6,5,4,2,3,2,17.5,1,1,N
7072.27,392.9,257.83,57,33,24,21,14,18,9.4,2,7,15,16,8,9,8,27.43,4,1,N
4130.8,229.49,293.89,68,45,23,19,11,21,20.91,4,9,20,8,4,5,4,14.06,2,12,N
1246.3,69.24,113.3,29,18,11,1,0,9,10.3,0,5,8,8,4,5,2,11.0,3,3,N
4143.93,230.22,263.11,59,41,18,27,10,21,16.71,12,8,19,12,6,7,6,15.75,3,7,N
1505.47,83.64,199.71,42,28,14,19,7,14,26.49,9,13,14,4,2,3,2,7.54,1,8,N
1612.97,89.61,289.51,59,33,26,29,17,24,51.96,8,21,22,12,6,7,6,5.57,3,12,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
532.29,29.57,92.0,23,14,9,7,4,10,15.9,0,7,9,6,3,5,2,5.79,2,3,N
551.81,30.66,98.1,24,14,10,8,4,10,17.44,0,8,9,6,3,5,2,5.63,2,3,N
1172.67,65.15,125.64,33,19,14,6,3,16,13.46,0,6,15,8,4,5,4,9.33,2,4,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
698.02,38.78,76.15,20,15,5,12,6,10,8.31,0,3,9,4,2,5,2,9.17,1,1,N
132.88,7.38,33.22,10,8,2,1,0,5,8.3,0,2,5,4,2,3,2,4.0,1,1,N
290.67,16.14,49.83,15,10,5,8,4,9,8.54,0,3,8,8,4,5,4,5.83,2,1,N
345.2,19.18,64.73,17,9,8,7,3,6,12.14,0,6,6,4,2,3,2,5.33,1,1,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
415.13,23.06,62.27,18,13,5,5,2,5,9.34,0,3,5,6,3,3,2,6.67,2,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
319.72,17.76,66.61,18,12,6,6,3,6,13.88,0,5,6,4,2,3,2,4.8,1,0,N
71.32,3.96,28.53,9,5,4,4,1,6,11.41,0,4,6,4,2,3,2,2.5,1,1,N
85.59,4.75,28.53,9,6,3,4,1,6,9.51,0,3,6,4,2,3,2,3.0,1,1,N
550.43,30.58,100.08,24,13,11,7,3,9,18.2,0,9,8,6,3,5,2,5.5,2,2,N
231.3,12.85,68.53,18,9,9,7,3,6,20.31,0,8,6,4,2,3,2,3.38,1,1,N
444.89,24.72,104.0,26,15,11,10,5,8,24.31,0,9,8,4,2,3,2,4.28,1,2,N
211.89,11.77,48.43,14,9,5,4,1,5,11.07,0,4,5,6,3,3,2,4.38,2,1,N
211.89,11.77,48.43,14,9,5,4,1,5,11.07,0,4,5,6,3,3,2,4.38,2,1,N
211.89,11.77,48.43,14,9,5,4,1,5,11.07,0,4,5,6,3,3,2,4.38,2,1,N
211.89,11.77,48.43,14,9,5,4,1,5,11.07,0,4,5,6,3,3,2,4.38,2,1,N
72.0,4.0,24.0,8,6,2,9,2,5,8.0,4,2,5,4,2,3,2,3.0,1,1,N
85.59,4.75,28.53,9,6,3,5,2,5,9.51,0,3,5,4,2,3,2,3.0,1,1,N
421.94,23.44,70.32,18,10,8,11,4,11,11.72,4,6,10,8,4,5,4,6.0,2,2,N
164.84,9.16,41.21,13,9,4,4,1,5,10.3,0,3,5,6,3,3,2,4.0,2,0,N
643.78,35.77,122.62,30,15,15,12,7,10,23.36,0,10,9,8,4,5,4,5.25,2,3,N
679.32,37.74,133.44,32,16,16,12,7,10,26.21,0,11,9,8,4,5,4,5.09,2,3,N
466.26,25.9,59.21,16,9,7,4,1,8,7.52,0,4,7,6,3,5,2,7.88,2,0,N
116.27,6.46,33.22,10,7,3,5,2,5,9.49,0,3,5,4,2,3,2,3.5,1,1,N
116.27,6.46,33.22,10,7,3,5,2,6,9.49,0,3,6,4,2,3,2,3.5,1,2,N
251.91,14.0,43.19,13,8,5,10,3,5,7.4,4,3,5,4,2,3,2,5.83,1,1,N
58.95,3.28,19.65,7,6,1,4,1,2,6.55,0,1,3,4,2,1,2,3.0,1,1,N
3570.0,198.33,315.0,63,43,20,24,18,28,27.79,2,15,22,12,6,12,6,11.33,3,9,N
2621.1,145.62,208.5,50,34,16,20,12,18,16.58,3,7,17,8,4,5,4,12.57,2,8,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
3014.58,167.48,173.92,39,26,13,7,4,15,10.03,0,6,14,8,4,5,4,17.33,2,3,N
362.64,20.15,77.71,21,13,8,10,6,7,16.65,0,6,7,4,2,3,2,4.67,1,3,N
319.82,17.77,79.95,21,13,8,11,7,8,19.99,0,7,8,4,2,3,2,4.0,1,3,N
8245.95,458.11,312.48,65,40,25,18,13,20,11.84,1,9,18,12,6,7,6,26.39,3,3,N
9834.5,546.36,445.0,89,50,39,31,20,34,20.14,5,15,30,20,10,11,10,22.1,5,8,N
1372.69,76.26,123.19,29,16,13,12,6,7,11.06,1,7,7,4,2,3,2,11.14,1,2,N
3863.67,214.65,225.95,47,28,19,15,8,14,13.21,1,10,13,8,4,5,4,17.1,2,4,N
4256.92,236.5,247.76,51,30,21,15,8,15,14.42,1,11,14,8,4,5,4,17.18,2,5,N
4301.69,238.98,239.72,51,32,19,15,9,16,13.36,1,9,15,8,4,5,4,17.94,2,4,N
84.22,4.68,22.46,8,5,3,2,0,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
532.29,29.57,92.0,23,14,9,8,4,10,15.9,0,7,9,6,3,5,2,5.79,2,2,N
555.43,30.86,96.0,24,15,9,10,5,10,16.59,0,7,9,6,3,5,2,5.79,2,2,N
16494.55,916.36,480.0,96,60,36,21,16,29,13.97,1,11,26,16,8,9,8,34.36,4,4,N
5338.7,296.59,314.04,64,38,26,16,9,20,18.47,1,13,18,12,6,7,6,17.0,3,4,N
20434.13,1135.23,641.07,124,73,51,22,15,37,20.11,1,16,32,24,12,13,12,31.88,6,4,N
5255.28,291.96,309.13,63,37,26,17,9,20,18.18,1,13,18,12,6,7,6,17.0,3,4,N
8656.64,480.92,352.53,75,49,26,16,10,25,14.36,1,9,23,12,6,7,6,24.56,3,5,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
4951.76,275.1,247.59,54,30,24,9,6,22,12.38,0,9,20,12,6,7,6,20.0,3,4,N
3246.47,180.36,214.05,48,27,21,12,8,18,14.11,0,9,16,12,6,7,6,15.17,3,4,N
902.51,50.14,94.01,23,15,8,6,3,11,9.79,0,5,10,8,4,5,4,9.6,2,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
8971.59,498.42,326.9,68,42,26,19,14,21,11.91,1,9,19,12,6,7,6,27.44,3,3,N
3521.25,195.63,220.08,48,32,16,9,6,15,13.75,0,8,14,8,4,5,4,16.0,2,3,N
732.54,40.7,97.67,25,15,10,9,5,7,13.02,0,6,7,4,2,3,2,7.5,1,2,N
10090.27,560.57,417.09,85,48,37,31,20,33,17.24,5,13,29,20,10,11,10,24.19,5,7,N
4728.77,262.71,204.33,44,26,18,14,8,13,8.83,1,7,12,8,4,5,4,23.14,2,3,N
4353.75,241.87,210.91,46,29,17,15,9,15,10.22,1,7,14,8,4,5,4,20.64,2,3,N
1471.49,81.75,171.67,42,30,12,19,13,19,20.03,1,7,17,8,4,7,4,8.57,2,7,N
2576.12,143.12,294.41,60,40,20,30,20,22,33.65,3,16,19,12,6,9,6,8.75,3,7,N
1740.72,96.71,421.99,86,53,33,38,22,43,102.3,13,24,34,40,20,21,20,4.13,10,3,N
401.52,22.31,57.36,16,9,7,1,0,7,8.18,0,4,7,4,2,3,2,7.0,1,1,N
3648.78,202.71,331.71,69,47,22,19,11,22,30.16,5,14,20,12,6,7,6,11.0,3,9,N
1874.06,104.11,175.69,40,24,16,14,8,11,16.47,3,9,10,8,4,5,4,10.67,2,3,N
5570.02,309.45,371.33,79,49,30,26,12,9,24.76,8,13,9,4,2,3,2,15.0,1,4,Y
1920.0,106.67,144.0,36,20,16,9,4,7,10.8,2,6,7,4,2,3,2,13.33,1,1,N
1604.52,89.14,142.62,33,18,15,9,4,8,12.68,2,8,8,4,2,3,2,11.25,1,1,N
5884.44,326.91,427.5,88,49,39,20,11,16,31.06,5,17,15,8,4,5,4,13.76,2,3,N
52269.23,2903.85,1704.43,299,161,138,42,32,26,55.58,4,36,23,16,8,9,8,30.67,4,3,N
1604.52,89.14,142.62,33,18,15,9,4,8,12.68,2,8,8,4,2,3,2,11.25,1,1,N
2738.04,152.11,304.23,62,35,27,17,9,20,33.8,4,18,20,4,2,3,2,9.0,1,12,N
506.67,28.15,76.0,19,11,8,6,3,7,11.4,0,6,6,6,3,5,2,6.67,2,1,N
1800.0,100.0,120.0,30,20,10,8,5,7,8.0,0,4,7,4,2,3,2,15.0,1,2,N
15477.01,859.83,666.81,128,79,49,29,22,35,28.73,0,19,31,12,6,10,6,23.21,3,14,N
232.47,12.92,55.35,16,9,7,8,5,7,13.18,0,5,7,4,2,3,2,4.2,1,2,N
506.67,28.15,76.0,19,11,8,6,3,7,11.4,0,6,6,6,3,5,2,6.67,2,1,N
738.66,41.04,94.01,23,12,11,7,4,12,11.97,0,7,11,8,4,5,4,7.86,2,2,N
166.42,9.25,31.7,10,7,3,5,2,5,6.04,0,2,5,4,2,3,2,5.25,1,1,N
470.48,26.14,58.81,17,11,6,9,4,7,7.35,0,3,7,4,2,3,2,8.0,1,2,N
170.53,9.47,36.54,11,7,4,6,2,6,7.83,0,3,6,4,2,3,2,4.67,1,2,N
8647.06,480.39,490.0,98,58,40,21,16,29,27.77,2,17,25,18,9,11,8,17.65,5,8,N
2590.77,143.93,226.18,50,29,21,19,13,22,19.75,0,11,20,12,6,7,6,11.45,3,6,N
13183.31,732.41,589.37,114,64,50,28,21,44,26.35,0,19,35,32,16,21,12,22.37,10,9,N
703.24,39.07,93.77,24,14,10,5,2,9,12.5,0,6,9,4,2,3,2,7.5,1,3,N
410.22,22.79,78.14,20,13,7,10,6,8,14.88,0,6,8,4,2,3,2,5.25,1,3,N
1531.27,85.07,151.24,37,19,18,13,6,12,14.94,0,8,12,4,2,3,2,10.13,1,5,N
3361.23,186.74,242.76,49,29,20,14,10,16,17.53,0,13,13,12,6,9,4,13.85,4,3,N
761.84,42.32,101.58,26,16,10,9,6,6,13.54,0,6,6,4,2,3,2,7.5,1,1,N
1358.43,75.47,149.28,33,19,14,11,7,9,16.4,0,10,8,6,3,5,2,9.1,2,3,N
583.79,32.43,87.57,23,13,10,5,2,9,13.14,0,6,9,4,2,3,2,6.67,1,3,N
1474.86,81.94,151.27,35,22,13,13,9,12,15.51,0,8,11,8,4,5,4,9.75,2,3,N
1531.27,85.07,151.24,37,19,18,13,6,12,14.94,0,8,12,4,2,3,2,10.13,1,5,N
2538.28,141.02,211.52,44,26,18,14,10,15,17.63,0,12,13,10,5,7,4,12.0,3,4,N
816.67,45.37,140.0,35,20,15,6,3,16,24.0,0,9,15,8,4,5,4,5.83,2,4,N
2001.39,111.19,196.21,44,27,17,13,9,17,19.24,0,10,15,10,5,7,4,10.2,3,4,N
2723.24,151.29,285.5,65,34,31,15,8,20,29.93,0,13,19,8,4,5,4,9.54,2,7,N
3003.02,166.83,250.25,51,30,21,15,10,19,20.85,0,14,16,12,6,9,4,12.0,4,5,N
612.79,34.04,85.11,23,14,9,9,6,6,11.82,0,5,6,4,2,3,2,7.2,1,2,N
3573.39,198.52,267.53,54,32,22,13,9,15,20.03,0,14,12,12,6,9,4,13.36,4,3,N
583.79,32.43,87.57,23,13,10,5,2,9,13.14,0,6,9,4,2,3,2,6.67,1,3,N
410.22,22.79,78.14,20,13,7,10,6,8,14.88,0,6,8,4,2,3,2,5.25,1,3,N
1531.27,85.07,151.24,37,19,18,13,6,12,14.94,0,8,12,4,2,3,2,10.13,1,5,N
2538.28,141.02,211.52,44,26,18,14,10,15,17.63,0,12,13,10,5,7,4,12.0,3,4,N
55.73,3.1,13.93,6,4,2,5,2,5,3.48,0,1,5,4,2,3,2,4.0,1,0,N
774.04,43.0,112.59,27,16,11,14,8,6,16.37,1,8,6,4,2,3,2,6.87,1,3,N
833.33,46.3,100.0,25,15,10,13,7,11,12.0,1,6,10,8,4,5,4,8.33,2,1,N
1430.61,79.48,143.06,35,21,14,15,9,15,14.31,1,7,13,12,6,7,6,10.0,3,1,N
1430.61,79.48,143.06,35,21,14,15,9,15,14.31,1,7,13,12,6,7,6,10.0,3,1,N
2908.45,161.58,264.4,55,33,22,17,10,19,24.04,2,14,17,12,6,7,6,11.0,3,5,N
1204.07,66.89,137.61,33,19,14,14,8,15,15.73,1,8,13,12,6,7,6,8.75,3,1,N
985.15,54.73,87.57,23,14,9,6,3,11,7.78,0,4,10,8,4,5,4,11.25,2,2,N
1914.0,106.33,116.0,29,18,11,6,3,11,7.03,0,4,10,8,4,5,4,16.5,2,2,N
