HALSTEAD_EFFORT,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,HALSTEAD_LENGTH,NUM_OPERATORS,NUM_OPERANDS,LOC_CODE_AND_COMMENT,HALSTEAD_CONTENT,PERCENT_COMMENTS,NUMBER_OF_LINES,CONDITION_COUNT,NUM_UNIQUE_OPERANDS,LOC_EXECUTABLE,DECISION_COUNT,MULTIPLE_CONDITION_COUNT,LOC_BLANK,HALSTEAD_DIFFICULTY,MODIFIED_CONDITION_COUNT,LOC_COMMENTS,DECISION_DENSITY,Defective
0.0,0.0,0.0,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
0.0,0.0,0.0,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
551711.63,30650.65,7584.34,1052,545,507,3,104.26,2.11,151,0,115,139,0,0,8,72.74,0,0,0.0,N
15707.85,872.66,718.97,137,70,67,0,32.91,0.0,23,0,23,20,0,0,1,21.85,0,0,0.0,N
2628.09,146.01,214.05,48,31,17,0,17.43,0.0,14,0,9,11,0,0,1,12.28,0,0,0.0,N
12.0,0.67,8.0,4,3,1,0,5.33,0.0,5,0,1,2,0,0,1,1.5,0,0,0.0,N
14337.59,796.53,491.14,95,62,33,0,16.82,4.35,27,0,13,22,0,0,3,29.19,0,1,0.0,N
548.5,30.47,60.94,17,11,6,0,6.77,0.0,8,0,3,5,0,0,1,9.0,0,0,0.0,N
2698.79,149.93,245.34,50,28,22,0,22.3,0.0,12,0,15,10,0,0,1,11.0,0,0,0.0,N
2275.01,126.39,206.82,44,22,22,0,18.8,0.0,12,0,13,10,0,0,1,11.0,0,0,0.0,N
3909.7,217.21,307.71,61,34,27,0,24.22,0.0,13,0,17,11,0,0,1,12.71,0,0,0.0,N
29713.51,1650.75,1416.11,224,120,104,0,67.49,16.67,211,0,57,45,0,0,42,20.98,0,9,0.0,N
44903.55,2494.64,1016.34,184,103,81,2,23.0,5.56,39,0,22,34,0,0,2,44.18,0,0,0.0,N
65784.09,3654.67,1579.02,277,154,123,4,37.9,8.0,54,0,31,46,0,0,3,41.66,0,0,0.0,N
15561.2,864.51,1192.43,198,111,87,5,91.37,26.32,63,0,50,42,0,0,4,13.05,0,10,0.0,N
11013.33,611.85,590.0,118,70,48,0,31.61,5.26,22,0,18,18,0,0,2,18.67,0,1,0.0,N
39.3,2.18,19.65,7,4,3,0,9.83,0.0,4,0,3,2,0,0,0,2.0,0,0,0.0,N
2379.82,132.21,266.27,56,30,26,0,29.79,81.82,139,0,16,12,0,0,12,8.94,0,54,0.0,N
446.73,24.82,60.92,16,12,4,0,8.31,0.0,8,0,3,6,0,0,1,7.33,0,0,0.0,N
41237.44,2290.97,557.26,120,83,37,0,7.53,0.0,21,0,5,19,0,0,1,74.0,0,0,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
9341.9,518.99,297.35,70,41,29,3,9.46,23.53,20,16,6,13,8,8,1,31.42,4,1,2.0,N
109551.27,6086.18,1655.44,307,217,90,7,25.02,21.21,143,20,17,78,8,10,42,66.18,6,14,2.5,N
12331.3,685.07,584.6,118,73,45,5,27.71,62.5,57,4,16,15,2,2,15,21.09,1,20,2.0,N
41502.39,2305.69,1308.23,233,141,92,6,41.24,35.85,72,8,29,34,4,4,17,31.72,2,13,2.0,N
5608.87,311.6,415.47,81,45,36,4,30.78,54.55,78,10,20,15,4,5,28,13.5,3,14,2.5,N
33576.57,1865.36,1189.17,203,123,80,11,42.12,30.34,105,36,34,62,16,18,14,28.24,10,16,2.25,N
1147.86,63.77,147.16,33,20,13,1,18.87,25.0,14,8,10,9,4,4,0,7.8,2,2,2.0,N
1147.86,63.77,147.16,33,20,13,1,18.87,25.0,14,8,10,9,4,4,0,7.8,2,2,2.0,N
211.89,11.77,48.43,14,9,5,0,11.07,0.0,7,0,4,5,0,0,1,4.38,0,0,0.0,N
1821.84,101.21,196.2,48,35,13,0,21.13,0.0,17,12,7,8,6,6,3,9.29,3,0,2.0,N
1020.0,56.67,136.0,34,25,9,0,18.13,0.0,14,8,6,6,4,4,2,7.5,2,0,2.0,N
2084.61,115.81,208.46,51,37,14,0,20.85,0.0,17,12,7,8,6,6,3,10.0,3,0,2.0,N
23549.34,1308.3,772.85,156,82,74,0,25.36,7.69,44,0,17,36,0,0,4,30.47,0,3,0.0,N
51461.36,2858.96,1270.65,216,120,96,1,31.37,4.26,61,0,32,45,0,0,13,40.5,0,1,0.0,N
23.22,1.29,11.61,5,4,1,0,5.8,75.0,26,0,1,5,0,0,5,2.0,0,15,0.0,N
3299.03,183.28,230.7,51,29,22,0,16.12,0.0,13,0,10,11,0,0,1,14.3,0,0,0.0,N
63608.7,3533.82,1402.31,246,162,84,2,30.92,10.87,48,0,25,41,0,0,1,45.36,0,3,0.0,N
8406.04,467.0,461.51,95,61,34,4,25.34,14.81,31,0,14,23,0,0,3,18.21,0,0,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
26179.43,1454.41,878.64,164,95,69,0,29.49,28.0,72,28,22,36,14,14,20,29.8,7,14,2.0,N
49333.63,2740.76,1446.51,236,155,81,3,42.41,6.94,98,8,38,67,2,4,24,34.11,3,2,4.0,N
644.64,35.81,128.93,33,18,15,1,25.79,26.67,24,4,9,11,2,2,7,5.0,1,3,2.0,N
8552.95,475.16,343.65,74,46,28,0,13.81,4.76,34,14,9,20,6,7,11,24.89,4,1,2.33,N
20101.19,1116.73,475.77,112,73,39,2,11.26,25.93,42,16,6,20,8,8,13,42.25,4,5,2.0,N
8776.91,487.61,350.08,81,54,27,1,13.96,12.5,44,30,7,28,14,15,10,25.07,8,3,2.14,N
4402.26,244.57,482.15,94,59,35,0,52.81,5.56,67,4,23,17,2,2,9,9.13,1,1,2.0,N
18778.17,1043.23,1027.18,182,117,65,0,56.19,29.63,78,20,32,38,10,10,22,18.28,5,16,2.0,N
27606.4,1533.69,900.91,194,116,78,0,29.4,8.0,59,36,14,46,18,18,7,30.64,9,4,2.0,N
3256.84,180.94,340.0,68,40,28,0,35.49,24.0,39,4,19,19,2,2,12,9.58,1,6,2.0,N
7303.85,405.77,541.03,118,73,45,0,40.08,0.0,25,0,15,19,0,0,4,13.5,0,0,0.0,N
720.66,40.04,123.19,29,16,13,0,21.06,0.0,16,8,10,10,4,4,4,5.85,2,0,2.0,N
1863.6,103.53,169.42,51,29,22,0,15.4,0.0,13,0,5,9,0,0,2,11.0,0,0,0.0,N
153302.39,8516.8,2485.98,430,282,148,0,40.31,11.11,128,46,30,80,18,23,27,61.67,14,10,2.56,N
7647.27,424.85,440.92,89,52,37,0,25.42,15.38,39,16,16,22,8,8,11,17.34,4,4,2.0,N
14745.1,819.17,782.32,147,96,51,0,41.51,27.27,62,16,23,32,8,8,16,18.85,4,12,2.0,N
428.33,23.8,114.22,30,20,10,0,30.46,0.0,28,4,8,12,2,2,7,3.75,1,0,2.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
39260.76,2181.15,1113.02,190,109,81,5,31.55,29.41,36,0,31,24,0,0,1,35.27,0,5,0.0,N
0.0,0.0,0.0,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
140810.71,7822.82,2348.57,396,245,151,3,39.17,22.73,57,0,34,34,0,0,12,59.96,0,7,0.0,N
0.0,0.0,0.0,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
89317.82,4962.1,1794.21,305,187,118,2,36.04,19.48,110,0,32,62,0,0,18,49.78,0,13,0.0,N
4849.12,269.4,202.05,46,31,15,0,8.42,0.0,12,0,5,9,0,0,1,24.0,0,0,0.0,N
99.85,5.55,28.53,9,7,2,0,8.15,25.0,5,0,2,3,0,0,0,3.5,0,1,0.0,N
19439.64,1079.98,953.33,183,116,67,0,46.75,36.84,22,0,23,12,0,0,1,20.39,0,7,0.0,N
0.0,0.0,0.0,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
1334.38,74.13,133.44,32,22,10,0,13.34,0.0,6,0,6,5,0,0,0,10.0,0,0,0.0,N
12991.07,721.73,520.95,100,62,38,0,20.89,16.0,28,0,16,21,0,0,2,24.94,0,4,0.0,N
0.0,0.0,0.0,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
22143.15,1230.18,878.7,160,97,63,8,34.87,46.15,37,0,25,14,0,0,9,25.2,0,4,0.0,N
4857.82,269.88,323.85,66,36,30,0,21.59,0.0,43,0,15,19,0,0,3,15.0,0,0,0.0,N
19100.2,1061.12,629.18,127,77,50,3,20.73,11.11,34,0,14,24,0,0,6,30.36,0,0,0.0,N
2040.0,113.33,360.0,72,38,34,0,63.53,52.94,47,0,24,16,0,0,11,5.67,0,18,0.0,N
21129.06,1173.84,701.84,131,79,52,4,23.31,27.08,71,22,19,35,10,11,21,30.11,6,9,2.2,N
21129.06,1173.84,701.84,131,79,52,4,23.31,22.22,69,22,19,35,10,11,22,30.11,6,6,2.2,N
931.41,51.74,162.63,39,21,18,0,28.4,50.0,27,0,11,9,0,0,7,5.73,0,9,0.0,N
772.6,42.92,196.21,44,23,21,1,49.83,64.0,38,0,16,9,0,0,11,3.94,0,15,0.0,N
405.89,22.55,99.91,27,14,13,0,24.59,50.0,18,0,8,6,0,0,4,4.05,0,6,0.0,N
405.89,22.55,99.91,27,14,13,0,24.59,53.85,22,0,8,6,0,0,7,4.05,0,7,0.0,N
34432.76,1912.93,1535.08,268,173,95,1,68.44,45.45,102,16,36,48,8,8,12,22.43,4,39,2.0,N
4571.18,253.95,670.44,141,81,60,0,98.33,22.22,32,0,22,21,0,0,3,6.82,0,6,0.0,N
18239.92,1013.33,1072.94,203,135,68,0,63.11,47.37,71,8,26,30,4,4,12,17.0,2,27,2.0,N
18239.92,1013.33,1072.94,203,135,68,0,63.11,47.37,70,8,26,30,4,4,11,17.0,2,27,2.0,N
92334.31,5129.68,2619.79,426,269,157,2,74.33,35.66,160,62,49,92,30,31,15,35.24,16,49,2.07,N
9505.92,528.11,513.83,101,64,37,4,27.77,37.84,45,0,17,23,0,0,6,18.5,0,10,0.0,N
10402.78,577.93,535.0,107,57,50,0,27.51,25.71,46,38,18,26,18,19,6,19.44,10,9,2.11,N
3931.9,218.44,386.43,78,41,37,1,37.98,52.5,52,8,20,19,4,4,10,10.17,2,20,2.0,N
94.75,5.26,25.27,9,6,3,0,6.74,20.0,9,0,2,4,0,0,2,3.75,0,1,0.0,N
39.3,2.18,19.65,7,4,3,0,9.83,0.0,4,0,3,2,0,0,0,2.0,0,0,0.0,N
31.02,1.72,15.51,6,4,2,0,7.75,33.33,7,0,2,2,0,0,2,2.0,0,1,0.0,N
666.08,37.0,74.01,20,12,8,0,8.22,0.0,7,0,4,5,0,0,0,9.0,0,0,0.0,N
296.48,16.47,56.47,17,10,7,2,10.76,40.0,9,0,4,3,0,0,2,5.25,0,0,0.0,N
31.02,1.72,15.51,6,4,2,0,7.75,0.0,5,0,2,2,0,0,1,2.0,0,0,0.0,N
544.91,30.27,68.11,19,11,8,0,8.51,0.0,7,0,4,5,0,0,0,8.0,0,0,0.0,N
221.89,12.33,50.72,16,9,7,2,11.59,40.0,9,0,4,3,0,0,2,4.38,0,0,0.0,N
110.95,6.16,31.7,10,8,2,0,9.06,0.0,4,0,2,2,0,0,0,3.5,0,0,0.0,N
186.03,10.33,39.86,12,8,4,0,8.54,0.0,8,0,3,4,0,0,2,4.67,0,0,0.0,N
31.02,1.72,15.51,6,4,2,0,7.75,0.0,6,0,2,2,0,0,2,2.0,0,0,0.0,N
1976.72,109.82,376.52,76,40,36,0,71.72,55.0,52,0,24,18,0,0,10,5.25,0,22,0.0,N
2632.25,146.24,225.62,48,28,20,0,19.34,52.0,33,6,12,12,2,3,6,11.67,2,13,3.0,N
559.51,31.08,77.71,21,12,9,0,10.79,37.5,13,0,5,5,0,0,3,7.2,0,3,0.0,N
2976.12,165.34,281.76,58,32,26,0,26.68,57.58,43,6,16,14,2,3,8,10.56,2,19,3.0,N
605.57,33.64,121.11,31,16,15,0,24.22,46.15,19,0,9,7,0,0,4,5.0,0,6,0.0,N
3750.95,208.39,267.93,57,33,24,1,19.14,18.18,31,12,12,18,6,6,7,14.0,3,3,2.0,N
1910.42,106.13,303.24,68,41,27,0,48.13,72.41,41,0,15,8,0,0,10,6.3,0,21,0.0,N
13918.64,773.26,474.74,101,58,43,3,16.19,29.63,37,12,11,19,6,6,8,29.32,3,5,2.0,N
1352.83,75.16,131.18,29,18,11,0,12.72,0.0,13,0,8,9,0,0,2,10.31,0,0,0.0,N
996.88,55.38,222.91,48,25,23,0,49.84,63.64,46,0,18,12,0,0,11,4.47,0,21,0.0,N
703.67,39.09,112.59,27,17,10,0,18.01,60.0,27,4,8,8,2,2,5,6.25,1,12,2.0,N
411.19,22.84,76.15,20,14,6,0,14.1,63.16,25,4,5,7,2,2,4,5.4,1,12,2.0,N
64918.77,3606.6,1649.31,277,168,109,2,41.9,11.32,125,32,36,94,16,16,17,39.36,8,10,2.0,N
8234.67,457.48,1052.21,182,102,80,0,134.45,40.65,140,28,46,73,14,14,15,7.83,7,50,2.0,N
1371.34,76.19,276.9,57,31,26,0,55.91,60.0,49,0,21,14,0,0,12,4.95,0,21,0.0,N
933.54,51.86,155.59,36,24,12,0,25.93,59.26,37,4,10,11,2,2,8,6.0,1,16,2.0,N
809.5,44.97,222.91,48,25,23,0,61.38,60.0,43,0,19,12,0,0,11,3.63,0,18,0.0,N
329.97,18.33,98.99,26,14,12,0,29.7,62.5,25,0,9,6,0,0,7,3.33,0,10,0.0,N
0.0,0.0,0.0,0,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0.0,0,0,0.0,N
145.3,8.07,41.51,12,8,4,0,11.86,0.0,5,0,4,2,0,0,1,3.5,0,0,0.0,N
62115.21,3450.85,1518.2,269,156,113,9,37.11,50.29,204,0,29,85,0,0,31,40.91,0,77,0.0,N
1177.03,65.39,212.4,50,31,19,2,38.33,58.62,38,0,12,12,0,0,7,5.54,0,15,0.0,N
703.67,39.09,112.59,27,17,10,0,18.01,0.0,15,0,8,11,0,0,2,6.25,0,0,0.0,N
1121.45,62.3,135.93,32,20,12,0,16.48,26.67,21,0,8,11,0,0,4,8.25,0,4,0.0,N
21997.42,1222.08,728.96,141,87,54,1,24.16,60.87,85,0,17,27,0,0,13,30.18,0,41,0.0,N
410.22,22.79,93.77,24,14,10,2,21.43,55.0,26,0,8,9,0,0,4,4.38,0,9,0.0,N
39.3,2.18,19.65,7,4,3,0,9.83,60.0,8,0,3,2,0,0,1,2.0,0,3,0.0,N
572.0,31.78,104.0,26,15,11,0,18.91,64.29,20,0,8,5,0,0,4,5.5,0,9,0.0,N
226.54,12.59,64.73,17,10,7,0,18.49,69.23,20,0,7,4,0,0,5,3.5,0,9,0.0,N
810.0,45.0,108.0,27,18,9,0,14.4,0.0,6,0,6,3,0,0,1,7.5,0,0,0.0,N
1030.52,57.25,110.41,29,15,14,0,11.83,0.0,7,4,6,4,2,2,1,9.33,1,0,2.0,N
750.0,41.67,100.0,25,16,9,0,13.33,0.0,7,0,6,5,0,0,1,7.5,0,0,0.0,N
139594.59,7755.26,2037.88,345,208,137,1,29.75,2.0,52,0,30,49,0,0,1,68.5,0,0,0.0,N
118062.58,6559.03,2964.18,482,326,156,1,74.42,29.88,203,0,47,115,0,0,37,39.83,0,48,0.0,N
38830.0,2157.22,1194.18,203,131,72,0,36.73,2.63,42,0,31,37,0,0,3,32.52,0,1,0.0,N
9416.54,523.14,659.92,124,71,53,1,46.25,3.85,39,0,26,25,0,0,11,14.27,0,0,0.0,N
870.87,48.38,133.98,31,18,13,1,20.61,12.5,11,0,10,7,0,0,1,6.5,0,0,0.0,N
1055.91,58.66,121.84,32,19,13,1,14.06,25.0,10,0,6,6,0,0,0,8.67,0,1,0.0,N
272.46,15.14,68.11,19,11,8,0,17.03,0.0,8,0,6,5,0,0,1,4.0,0,0,0.0,N
149.49,8.3,39.86,12,7,5,0,10.63,92.0,55,0,4,4,0,0,3,3.75,0,46,0.0,N
1230.67,68.37,117.21,30,16,14,0,11.16,0.0,11,4,6,9,2,2,0,10.5,1,0,2.0,N
27117.88,1506.55,840.86,158,115,43,5,26.07,10.87,48,0,16,41,0,0,1,32.25,0,0,0.0,N
109.62,6.09,36.54,11,7,4,0,12.18,0.0,6,0,4,5,0,0,0,3.0,0,0,0.0,N
133.19,7.4,38.05,11,7,4,0,10.87,0.0,5,0,4,4,0,0,0,3.5,0,0,0.0,N
362.64,20.15,77.71,21,13,8,0,16.65,0.0,7,0,6,5,0,0,1,4.67,0,0,0.0,N
519.62,28.87,74.23,19,12,7,0,10.6,0.0,6,0,5,3,0,0,1,7.0,0,0,0.0,N
200.76,11.15,50.19,14,10,4,0,12.55,0.0,5,0,4,4,0,0,0,4.0,0,0,0.0,N
17.41,0.97,11.61,5,3,2,0,7.74,0.0,5,0,2,4,0,0,0,1.5,0,0,0.0,N
11688.41,649.36,395.0,79,48,31,0,13.35,0.0,17,0,11,13,0,0,3,29.59,0,0,0.0,N
142651.41,7925.08,2658.1,450,289,161,1,49.53,1.59,65,0,36,62,0,0,1,53.67,0,0,0.0,N
23185.06,1288.06,927.4,189,89,100,0,37.1,0.0,35,0,20,30,0,0,4,25.0,0,0,0.0,N
2487.99,138.22,232.99,49,26,23,0,21.82,71.15,57,0,14,15,0,0,4,10.68,0,37,0.0,N
42589.6,2366.09,1240.23,230,129,101,0,36.12,27.66,65,0,25,34,0,0,4,34.34,0,13,0.0,N
629.06,34.95,100.08,24,16,8,0,15.92,12.5,10,0,7,7,0,0,1,6.29,0,1,0.0,N
18244.42,1013.58,564.71,111,71,40,0,17.48,5.26,21,0,13,18,0,0,1,32.31,0,1,0.0,N
469829.8,26101.66,5557.13,842,482,360,6,65.73,10.42,161,0,66,129,0,0,16,84.55,0,9,0.0,N
1041.34,57.85,110.45,26,15,11,0,11.71,12.5,10,0,7,7,0,0,1,9.43,0,1,0.0,N
1389.74,77.21,138.97,34,20,14,0,13.9,10.0,12,0,7,9,0,0,1,10.0,0,1,0.0,N
2087.05,115.95,204.33,49,36,13,0,20.0,0.0,17,12,7,8,6,6,3,10.21,3,0,2.0,N
2087.05,115.95,204.33,49,36,13,0,20.0,0.0,17,12,7,8,6,6,3,10.21,3,0,2.0,N
2632.27,146.24,136.74,35,21,14,0,7.1,0.0,14,0,4,10,0,0,2,19.25,0,0,0.0,N
94697.4,5260.97,1521.24,277,194,83,3,24.44,40.63,150,52,18,57,26,26,45,62.25,13,36,2.0,N
19354.95,1075.28,585.15,116,73,43,0,17.69,18.52,44,16,13,22,8,8,11,33.08,4,5,2.0,N
1083.64,60.2,126.66,28,17,11,0,14.8,0.0,8,4,9,4,2,2,1,8.56,1,0,2.0,N
29442.05,1635.67,905.91,168,103,65,3,27.87,31.43,57,16,21,24,8,8,20,32.5,4,8,2.0,N
3854.26,214.13,263.54,60,42,18,0,18.02,14.29,21,4,8,12,2,2,5,14.62,1,2,2.0,N
10839.37,602.19,578.1,119,84,35,0,30.83,0.0,28,8,14,19,4,4,6,18.75,2,0,2.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
586.67,32.59,88.0,22,14,8,0,13.2,0.0,10,4,6,7,2,2,1,6.67,1,0,2.0,N
186.03,10.33,39.86,12,8,4,0,8.54,0.0,7,0,3,4,0,0,1,4.67,0,0,0.0,N
1734.69,96.37,133.44,32,19,13,0,10.26,0.0,14,10,6,9,4,5,3,13.0,3,0,2.5,N
7325.95,407.0,488.4,96,58,38,3,32.56,12.9,42,24,19,27,12,12,9,15.0,6,1,2.0,N
82676.06,4593.11,1550.56,267,181,86,1,29.08,10.23,122,14,25,79,6,7,31,53.32,4,8,2.33,N
820.29,45.57,116.0,29,18,11,0,16.4,0.0,16,4,7,11,2,2,2,7.07,1,0,2.0,N
32.5,1.81,16.25,7,6,1,0,8.13,0.0,7,0,1,4,0,0,1,2.0,0,0,0.0,N
1868.55,103.81,163.5,40,24,16,1,14.31,13.33,22,8,7,13,4,4,5,11.43,2,1,2.0,N
544.7,30.26,85.11,23,15,8,0,13.3,0.0,11,0,5,7,0,0,2,6.4,0,0,0.0,N
8106.33,450.35,450.35,108,63,45,0,25.02,18.52,39,8,10,22,4,4,10,18.0,2,5,2.0,N
81451.08,4525.06,1976.57,336,207,129,1,47.97,1.11,113,0,36,89,0,0,21,41.21,0,0,0.0,N
7772.08,431.78,514.53,102,61,41,0,34.06,11.11,46,18,19,32,8,9,8,15.11,5,4,2.25,N
33933.25,1885.18,802.06,159,104,55,2,18.96,30.56,46,22,13,25,10,11,8,42.31,6,9,2.2,N
1740.0,96.67,116.0,29,19,10,0,7.73,0.0,10,10,4,7,4,5,1,15.0,3,0,2.5,N
25188.32,1399.35,803.46,149,92,57,2,25.63,45.76,92,22,20,32,10,11,24,31.35,6,25,2.2,N
6769.26,376.07,334.74,74,48,26,0,16.55,0.0,16,8,9,12,4,4,2,20.22,2,0,2.0,N
11602.5,644.58,585.0,117,82,35,2,29.5,35.0,34,22,15,13,10,11,10,19.83,6,5,2.2,N
2012.48,111.8,210.83,48,27,21,0,22.09,7.14,23,4,11,13,2,2,7,9.55,1,1,2.0,N
18571.43,1031.75,739.74,142,89,53,3,29.47,34.88,70,12,19,28,6,6,23,25.11,3,12,2.0,N
12.0,0.67,8.0,4,3,1,0,5.33,0.0,4,0,1,2,0,0,0,1.5,0,0,0.0,N
175.66,9.76,50.19,14,9,5,0,14.34,0.0,23,0,5,3,0,0,2,3.5,0,0,0.0,N
12878.64,715.48,615.58,121,68,53,3,29.42,24.24,48,20,19,25,10,10,13,20.92,5,5,2.0,N
11656.27,647.57,570.59,120,76,44,0,27.93,0.0,23,8,14,18,4,4,3,20.43,2,0,2.0,N
95.1,5.28,31.7,10,7,3,0,10.57,0.0,4,0,3,2,0,0,0,3.0,0,0,0.0,N
2905.92,161.44,155.67,45,31,14,1,8.34,23.08,18,0,3,10,0,0,3,18.67,0,2,0.0,N
99.85,5.55,28.53,9,7,2,0,8.15,0.0,5,0,2,2,0,0,0,3.5,0,0,0.0,N
1459.45,81.08,188.87,43,26,17,0,24.44,8.33,33,0,11,11,0,0,3,7.73,0,1,0.0,N
799.56,44.42,159.91,37,22,15,0,31.98,0.0,38,0,12,10,0,0,5,5.0,0,0,0.0,N
88285.54,4904.75,2260.51,391,243,148,3,57.88,24.0,119,0,36,76,0,0,14,39.06,0,21,0.0,N
10423.15,579.06,403.48,88,57,31,2,15.62,11.11,32,0,9,16,0,0,10,25.83,0,0,0.0,N
3359.53,186.64,284.27,62,42,20,0,24.05,25.0,19,0,11,9,0,0,5,11.82,0,3,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
5381.83,298.99,330.34,68,45,23,0,20.28,9.09,19,0,12,10,0,0,4,16.29,0,1,0.0,N
742.43,41.25,98.99,26,20,6,0,13.2,0.0,5,0,4,2,0,0,0,7.5,0,0,0.0,N
820.45,45.58,117.21,30,23,7,0,16.74,0.0,5,0,5,2,0,0,0,7.0,0,0,0.0,N
929.22,51.62,126.71,31,23,8,0,17.28,0.0,23,0,6,4,0,0,3,7.33,0,0,0.0,N
709.31,39.41,87.57,23,14,9,0,10.81,0.0,7,0,5,4,0,0,1,8.1,0,0,0.0,N
23328.87,1296.05,1041.98,175,113,62,1,46.54,27.78,94,0,36,52,0,0,20,22.39,0,19,0.0,N
12.0,0.67,8.0,4,3,1,0,5.33,33.33,8,0,1,2,0,0,3,1.5,0,1,0.0,N
12.0,0.67,8.0,4,3,1,0,5.33,33.33,7,0,1,2,0,0,2,1.5,0,1,0.0,N
99.85,5.55,28.53,9,7,2,0,8.15,0.0,8,0,2,3,0,0,3,3.5,0,0,0.0,N
2007.31,111.52,195.04,42,23,19,1,18.95,25.0,20,0,12,12,0,0,2,10.29,0,3,0.0,N
656.91,36.5,102.19,25,16,9,0,15.9,0.0,12,0,7,10,0,0,1,6.43,0,0,0.0,N
426.42,23.69,79.95,21,13,8,0,14.99,0.0,12,0,6,10,0,0,1,5.33,0,0,0.0,N
358147.97,19897.11,4060.52,656,417,239,0,46.04,0.0,77,0,42,75,0,0,1,88.2,0,0,0.0,N
193867.69,10770.43,2856.25,466,285,181,0,42.08,0.0,69,0,40,67,0,0,1,67.88,0,0,0.0,N
13585.43,754.75,638.63,120,68,52,8,30.02,59.62,84,10,22,21,4,5,31,21.27,3,23,2.5,N
4112.71,228.48,316.36,69,43,26,5,24.34,54.05,61,8,12,17,4,4,23,13.0,2,15,2.0,N
8078.25,448.79,490.47,99,59,40,7,29.78,59.26,81,16,17,22,8,8,26,16.47,4,25,2.0,N
18214.54,1011.92,760.32,141,83,58,9,31.74,58.06,93,18,23,26,8,9,30,23.96,5,27,2.25,N
668.57,37.14,104.0,26,16,10,0,16.18,61.54,22,4,7,5,2,2,8,6.43,1,8,2.0,N
6740.64,374.48,469.13,93,54,39,8,32.65,63.27,72,24,19,18,12,12,22,14.37,6,23,2.0,N
7439.0,413.28,478.22,94,59,35,9,30.74,53.06,80,20,18,23,10,10,30,15.56,5,17,2.0,N
1183.09,65.73,180.94,40,23,17,0,27.67,54.17,37,8,13,11,4,4,12,6.54,2,13,2.0,N
55896.59,3105.37,1726.54,296,185,111,15,53.33,64.14,196,34,36,52,14,17,40,32.38,10,78,2.43,N
25740.38,1430.02,1022.04,184,116,68,9,40.58,65.59,138,20,27,32,6,10,34,25.19,7,52,3.33,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
16460.25,914.46,509.48,101,59,42,5,15.77,52.63,63,16,13,18,8,8,24,32.31,4,15,2.0,N
4627.48,257.07,279.68,61,33,28,2,16.9,57.89,35,4,11,8,2,2,15,16.55,1,9,2.0,N
9310.08,517.23,390.14,83,48,35,2,16.35,57.14,49,6,11,12,2,3,19,23.86,2,14,3.0,N
88914.45,4939.69,1866.52,320,189,131,23,39.18,56.39,218,54,33,58,22,27,77,47.64,16,52,2.45,N
23660.0,1314.44,845.0,169,97,72,6,30.18,42.31,77,16,18,30,8,8,24,28.0,4,16,2.0,N
66759.69,3708.87,991.86,189,119,70,11,14.74,48.0,114,46,13,39,18,23,38,67.31,14,25,2.56,N
138851.46,7713.97,2375.72,399,226,173,25,40.65,46.62,238,64,37,79,30,32,89,58.45,17,44,2.13,N
8633.09,479.62,394.66,83,48,35,5,18.04,57.89,66,14,12,16,6,7,27,21.88,4,17,2.33,N
2603.2,144.62,279.68,61,39,22,1,30.05,50.0,34,0,13,10,0,0,13,9.31,0,9,0.0,N
88507.21,4917.07,1901.52,326,198,128,24,40.85,55.17,232,58,33,65,24,29,79,46.55,17,56,2.42,N
141635.44,7868.64,2423.36,407,234,173,26,41.46,45.91,250,68,37,86,32,34,90,58.45,18,47,2.13,N
5824.66,323.59,339.0,73,46,27,5,19.73,60.98,69,14,11,16,6,7,27,17.18,4,20,2.33,N
16082.33,893.46,564.29,115,77,38,5,19.8,48.72,60,22,12,20,8,11,20,28.5,7,14,2.75,N
3916.29,217.57,307.16,62,41,21,2,24.09,42.86,48,0,14,16,0,0,19,12.75,0,10,0.0,N
12765.08,709.17,733.17,128,89,39,1,42.11,8.51,83,0,28,43,0,0,35,17.41,0,3,0.0,N
