LOC_CODE_AND_COMMENT,PERCENT_COMMENTS,LOC_COMMENTS,LOC_TOTAL,DECISION_COUNT,HALSTEAD_PROG_TIME,LOC_EXECUTABLE,NODE_COUNT,NUMBER_OF_LINES,LOC_BLANK,DECISION_DENSITY,NUM_UNIQUE_OPERANDS,NUM_OPERATORS,NORMALIZED_CYLOMATIC_COMPLEXITY,HALSTEAD_VOLUME,HALSTEAD_LENGTH,HALSTEAD_DIFFICULTY,PARAMETER_COUNT,HALSTEAD_CONTENT,CONDITION_COUNT,Defective
0,16,4,21,0,721.7,21,19,28,2,0,16,62,0.3,521,100,24.9,0,20.9,0,N
0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,N
8,46.2,4,22,0,1230.2,14,14,37,9,0,25,97,0.1,878.7,160,25.2,0,34.9,0,N
0,0,0,19,0,269.9,19,20,43,3,0,15,36,0.1,323.9,66,15,0,21.6,0,N
3,11.1,0,27,0,1061.1,24,29,34,6,0,14,77,0.3,629.2,127,30.4,2,20.7,0,N
0,52.9,18,16,0,113.3,16,17,47,11,0,24,38,0,360,72,5.7,0,63.5,0,N
4,27.1,9,39,10,1173.8,35,24,71,21,2.2,19,79,0.1,701.8,131,30.1,0,23.3,22,N
4,22.2,6,39,10,1173.8,35,24,69,22,2.2,19,79,0.1,701.8,131,30.1,0,23.3,22,N
0,50,9,9,0,51.7,9,5,27,7,0,11,21,0,162.6,39,5.7,0,28.4,0,N
1,64,15,10,0,42.9,9,6,38,11,0,16,23,0,196.2,44,3.9,0,49.8,0,N
0,50,6,6,0,22.6,6,6,18,4,0,8,14,0.1,99.9,27,4.1,0,24.6,0,N
0,53.9,7,6,0,22.6,6,6,22,7,0,8,14,0.1,99.9,27,4.1,0,24.6,0,N
1,45.5,39,49,8,1912.9,48,31,102,12,2,36,173,0,1535.1,268,22.4,2,68.4,16,N
0,22.2,6,21,0,254,21,22,32,3,0,22,81,0,670.4,141,6.8,1,98.3,0,N
0,47.4,27,30,4,1013.3,30,23,71,12,2,26,135,0,1072.9,203,17,1,63.1,8,N
0,47.4,27,30,4,1013.3,30,23,70,11,2,26,135,0,1072.9,203,17,1,63.1,8,N
2,35.7,49,94,30,5129.7,92,64,160,15,2.1,49,269,0,2619.8,426,35.2,1,74.3,62,N
4,37.8,10,27,0,528.1,23,10,45,6,0,17,64,0.1,513.8,101,18.5,2,27.8,0,N
0,25.7,9,26,18,577.9,26,31,46,6,2.1,18,57,0.2,535,107,19.4,4,27.5,38,N
1,52.5,20,20,4,218.4,19,18,52,10,2,20,41,0.1,386.4,78,10.2,0,38,8,N
0,20,1,4,0,5.3,4,3,9,2,0,2,6,0.1,25.3,9,3.8,0,6.7,0,N
0,0,0,2,0,2.2,2,3,4,0,0,3,4,0.3,19.7,7,2,1,9.8,0,N
0,33.3,1,2,0,1.7,2,3,7,2,0,2,4,0.1,15.5,6,2,0,7.8,0,N
0,0,0,5,0,37,5,3,7,0,0,4,12,0.1,74,20,9,1,8.2,0,N
2,40,0,5,0,16.5,3,4,9,2,0,4,10,0.1,56.5,17,5.3,1,10.8,0,N
0,0,0,2,0,1.7,2,3,5,1,0,2,4,0.2,15.5,6,2,0,7.8,0,N
0,0,0,5,0,30.3,5,3,7,0,0,4,11,0.1,68.1,19,8,1,8.5,0,N
2,40,0,5,0,12.3,3,4,9,2,0,4,9,0.1,50.7,16,4.4,1,11.6,0,N
0,0,0,2,0,6.2,2,2,4,0,0,2,8,0.3,31.7,10,3.5,1,9.1,0,N
0,0,0,4,0,10.3,4,3,8,2,0,3,8,0.1,39.9,12,4.7,1,8.5,0,N
0,0,0,2,0,1.7,2,3,6,2,0,2,4,0.2,15.5,6,2,1,7.8,0,N
0,55,22,18,0,109.8,18,18,52,10,0,24,40,0,376.5,76,5.3,0,71.7,0,N
0,52,13,12,2,146.2,12,10,33,6,3,12,28,0.1,225.6,48,11.7,1,19.3,6,N
0,37.5,3,5,0,31.1,5,4,13,3,0,5,12,0.1,77.7,21,7.2,0,10.8,0,N
0,57.6,19,14,2,165.3,14,12,43,8,3,16,32,0.1,281.8,58,10.6,1,26.7,6,N
0,46.2,6,7,0,33.6,7,6,19,4,0,9,16,0.1,121.1,31,5,0,24.2,0,N
1,18.2,3,19,6,208.4,18,11,31,7,2,12,33,0.1,267.9,57,14,2,19.1,12,N
0,72.4,21,8,0,106.1,8,9,41,10,0,15,41,0,303.2,68,6.3,1,48.1,0,N
3,29.6,5,22,6,773.3,19,13,37,8,2,11,58,0.1,474.7,101,29.3,0,16.2,12,N
0,0,0,9,0,75.2,9,8,13,2,0,8,18,0.2,131.2,29,10.3,1,12.7,0,N
0,63.6,21,12,0,55.4,12,12,46,11,0,18,25,0,222.9,48,4.5,0,49.8,0,N
0,60,12,8,2,39.1,8,7,27,5,2,8,17,0.1,112.6,27,6.3,0,18,4,N
0,63.2,12,7,2,22.8,7,6,25,4,2,5,14,0.1,76.2,20,5.4,0,14.1,4,N
2,11.3,10,96,16,3606.6,94,46,125,17,2,36,168,0,1649.3,277,39.4,0,41.9,32,N
0,40.7,50,73,14,457.5,73,35,140,15,2,46,102,0.1,1052.2,182,7.8,1,134.5,28,N
0,60,21,14,0,76.2,14,12,49,12,0,21,31,0,276.9,57,5,0,55.9,0,N
0,59.3,16,11,2,51.9,11,9,37,8,2,10,24,0.1,155.6,36,6,0,25.9,4,N
0,60,18,12,0,45,12,12,43,11,0,19,25,0,222.9,48,3.6,0,61.4,0,N
0,62.5,10,6,0,18.3,6,6,25,7,0,9,14,0,99,26,3.3,0,29.7,0,N
0,0,0,0,0,0,0,2,5,0,0,0,0,0.2,0,0,0,1,0,0,N
0,0,0,2,0,8.1,2,3,5,1,0,4,8,0.2,41.5,12,3.5,2,11.9,0,N
9,50.3,77,94,0,3450.9,85,42,204,31,0,29,156,0.1,1518.2,269,40.9,3,37.1,0,N
2,58.6,15,14,0,65.4,12,6,38,7,0,12,31,0,212.4,50,5.5,0,38.3,0,N
0,0,0,11,0,39.1,11,7,15,2,0,8,17,0.1,112.6,27,6.3,0,18,0,N
0,26.7,4,11,0,62.3,11,8,21,4,0,8,20,0.1,135.9,32,8.3,0,16.5,0,N
1,60.9,41,28,0,1222.1,27,19,85,13,0,17,87,0.1,729,141,30.2,4,24.2,0,N
2,55,9,11,0,22.8,9,10,26,4,0,8,14,0.1,93.8,24,4.4,1,21.4,0,N
0,60,3,2,0,2.2,2,3,8,1,0,3,4,0.1,19.7,7,2,1,9.8,0,N
0,64.3,9,5,0,31.8,5,5,20,4,0,8,15,0.1,104,26,5.5,0,18.9,0,N
0,69.2,9,4,0,12.6,4,4,20,5,0,7,10,0.1,64.7,17,3.5,0,18.5,0,N
0,0,0,3,0,45,3,5,6,1,0,6,18,0.3,108,27,7.5,0,14.4,0,N
0,0,0,4,2,57.3,4,6,7,1,2,6,15,0.3,110.4,29,9.3,0,11.8,4,N
0,0,0,5,0,41.7,5,5,7,1,0,6,16,0.3,100,25,7.5,1,13.3,0,N
1,2,0,50,0,7755.3,49,58,52,1,0,30,208,0.4,2037.9,345,68.5,5,29.8,0,N
1,29.9,48,116,0,6559,115,68,203,37,0,47,326,0.1,2964.2,482,39.8,4,74.4,0,N
0,2.6,1,37,0,2157.2,37,22,42,3,0,31,131,0.1,1194.2,203,32.5,3,36.7,0,N
1,3.9,0,26,0,523.1,25,33,39,11,0,26,71,0.2,659.9,124,14.3,0,46.3,0,N
1,12.5,0,8,0,48.4,7,8,11,1,0,10,18,0.2,134,31,6.5,0,20.6,0,N
1,25,1,7,0,58.7,6,9,10,0,0,6,19,0.3,121.8,32,8.7,0,14.1,0,N
0,0,0,5,0,15.1,5,8,8,1,0,6,11,0.4,68.1,19,4,0,17,0,N
0,92,46,4,0,8.3,4,3,55,3,0,4,7,0,39.9,12,3.8,2,10.6,0,N
0,0,0,9,2,68.4,9,7,11,0,2,6,16,0.2,117.2,30,10.5,0,11.2,4,N
5,10.9,0,46,0,1506.6,41,24,48,1,0,16,115,0.3,840.9,158,32.3,5,26.1,0,N
0,0,0,5,0,6.1,5,3,6,0,0,4,7,0.2,36.5,11,3,2,12.2,0,N
0,0,0,4,0,7.4,4,3,5,0,0,4,7,0.2,38.1,11,3.5,1,10.9,0,N
0,0,0,5,0,20.2,5,4,7,1,0,6,13,0.1,77.7,21,4.7,1,16.7,0,N
0,0,0,3,0,28.9,3,2,6,1,0,5,12,0.2,74.2,19,7,0,10.6,0,N
0,0,0,4,0,11.2,4,3,5,0,0,4,10,0.2,50.2,14,4,1,12.6,0,N
0,0,0,4,0,1,4,2,5,0,0,2,3,0.2,11.6,5,1.5,1,7.7,0,N
0,0,0,13,0,649.4,13,12,17,3,0,11,48,0.2,395,79,29.6,3,13.4,0,N
1,1.6,0,63,0,7925.1,62,108,65,1,0,36,289,0.7,2658.1,450,53.7,1,49.5,0,N
0,0,0,30,0,1288.1,30,60,35,4,0,20,89,0.4,927.4,189,25,1,37.1,0,N
0,71.2,37,15,0,138.2,15,6,57,4,0,14,26,0,233,49,10.7,3,21.8,0,N
0,27.7,13,34,0,2366.1,34,49,65,4,0,25,129,0.2,1240.2,230,34.3,4,36.1,0,N
0,12.5,1,7,0,35,7,7,10,1,0,7,16,0.2,100.1,24,6.3,1,15.9,0,N
0,5.3,1,18,0,1013.6,18,29,21,1,0,13,71,0.4,564.7,111,32.3,1,17.5,0,N
6,10.4,9,135,0,26101.7,129,187,161,16,0,66,482,0.4,5557.1,842,84.6,2,65.7,0,N
0,12.5,1,7,0,57.9,7,9,10,1,0,7,15,0.3,110.5,26,9.4,0,11.7,0,N
0,10,1,9,0,77.2,9,2,12,1,0,7,20,0.1,139,34,10,3,13.9,0,N
0,0,0,8,6,116,8,14,17,3,2,7,36,0.2,204.3,49,10.2,0,20,12,N
0,0,0,8,6,116,8,14,17,3,2,7,36,0.2,204.3,49,10.2,0,20,12,N
0,0,0,10,0,146.2,10,15,14,2,0,4,21,0.4,136.7,35,19.3,2,7.1,0,N
3,40.6,36,60,26,5261,57,55,150,45,2,18,194,0.1,1521.2,277,62.3,0,24.4,52,N
0,18.5,5,22,8,1075.3,22,15,44,11,2,13,73,0.1,585.2,116,33.1,0,17.7,16,N
0,0,0,4,2,60.2,4,5,8,1,2,9,17,0.3,126.7,28,8.6,0,14.8,4,N
3,31.4,8,27,8,1635.7,24,20,57,20,2,21,103,0.1,905.9,168,32.5,0,27.9,16,N
0,14.3,2,12,2,214.1,12,9,21,5,2,8,42,0.1,263.5,60,14.6,0,18,4,N
0,0,0,19,4,602.2,19,14,28,6,2,14,84,0.1,578.1,119,18.8,0,30.8,8,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,7,2,32.6,7,7,10,1,2,6,14,0.2,88,22,6.7,0,13.2,4,N
0,0,0,4,0,10.3,4,3,7,1,0,3,8,0.1,39.9,12,4.7,0,8.5,0,N
0,0,0,9,4,96.4,9,10,14,3,2.5,6,19,0.3,133.4,32,13,0,10.3,10,N
3,12.9,1,30,12,407,27,25,42,9,2,19,58,0.2,488.4,96,15,0,32.6,24,N
1,10.2,8,80,6,4593.1,79,41,122,31,2.3,25,181,0.2,1550.6,267,53.3,0,29.1,14,N
0,0,0,11,2,45.6,11,8,16,2,2,7,18,0.1,116,29,7.1,0,16.4,4,N
0,0,0,4,0,1.8,4,2,7,1,0,1,6,0.1,16.3,7,2,0,8.1,0,N
1,13.3,1,14,4,103.8,13,13,22,5,2,7,24,0.1,163.5,40,11.4,0,14.3,8,N
0,0,0,7,0,30.3,7,3,11,2,0,5,15,0.1,85.1,23,6.4,0,13.3,0,N
0,18.5,5,22,4,450.4,22,10,39,10,2,10,63,0.1,450.4,108,18,0,25,8,N
1,1.1,0,90,0,4525.1,89,42,113,21,0,36,207,0.1,1976.6,336,41.2,0,48,0,N
0,11.1,4,32,8,431.8,32,19,46,8,2.3,19,61,0.1,514.5,102,15.1,0,34.1,18,N
2,30.6,9,27,10,1885.2,25,23,46,8,2.2,13,104,0.2,802.1,159,42.3,0,19,22,N
0,0,0,7,4,96.7,7,10,10,1,2.5,4,19,0.4,116,29,15,0,7.7,10,N
2,45.8,25,34,10,1399.4,32,26,92,24,2.2,20,92,0.1,803.5,149,31.4,0,25.6,22,N
0,0,0,12,4,376.1,12,12,16,2,2,9,48,0.2,334.7,74,20.2,0,16.6,8,N
2,35,5,15,10,644.6,13,17,34,10,2.2,15,82,0.2,585,117,19.8,0,29.5,22,N
0,7.1,1,13,2,111.8,13,8,23,7,2,11,27,0.1,210.8,48,9.6,0,22.1,4,N
3,34.9,12,31,6,1031.8,28,19,70,23,2,19,89,0,739.7,142,25.1,0,29.5,12,N
0,0,0,2,0,0.7,2,2,4,0,0,1,3,0.3,8,4,1.5,0,5.3,0,N
0,0,0,3,0,9.8,3,2,23,2,0,5,9,0,50.2,14,3.5,0,14.3,0,N
3,24.2,5,28,10,715.5,25,23,48,13,2,19,68,0.1,615.6,121,20.9,0,29.4,20,N
0,0,0,18,4,647.6,18,12,23,3,2,14,76,0.1,570.6,120,20.4,0,27.9,8,N
0,0,0,2,0,5.3,2,2,4,0,0,3,7,0.3,31.7,10,3,0,10.6,0,N
1,23.1,2,11,0,161.4,10,6,18,3,0,3,31,0.1,155.7,45,18.7,0,8.3,0,N
0,0,0,2,0,5.6,2,2,5,0,0,2,7,0.2,28.5,9,3.5,0,8.2,0,N
0,8.3,1,11,0,81.1,11,5,33,3,0,11,26,0,188.9,43,7.7,0,24.4,0,N
0,0,0,10,0,44.4,10,5,38,5,0,12,22,0,159.9,37,5,0,32,0,N
3,24,21,79,0,4904.8,76,50,119,14,0,36,243,0.1,2260.5,391,39.1,0,57.9,0,N
2,11.1,0,18,0,579.1,16,14,32,10,0,9,57,0.2,403.5,88,25.8,0,15.6,0,N
0,25,3,9,0,186.6,9,6,19,5,0,11,42,0.1,284.3,62,11.8,0,24.1,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,9.1,1,10,0,299,10,11,19,4,0,12,45,0.2,330.3,68,16.3,0,20.3,0,N
0,0,0,2,0,41.3,2,4,5,0,0,4,20,0.2,99,26,7.5,0,13.2,0,N
0,0,0,2,0,45.6,2,4,5,0,0,5,23,0.2,117.2,30,7,0,16.7,0,N
0,0,0,4,0,51.6,4,4,23,3,0,6,23,0,126.7,31,7.3,0,17.3,0,N
0,0,0,4,0,39.4,4,2,7,1,0,5,14,0.1,87.6,23,8.1,0,10.8,0,N
1,27.8,19,53,0,1296.1,52,28,94,20,0,36,113,0.1,1042,175,22.4,0,46.5,0,N
0,33.3,1,2,0,0.7,2,3,8,3,0,1,3,0.1,8,4,1.5,0,5.3,0,N
0,33.3,1,2,0,0.7,2,3,7,2,0,1,3,0.1,8,4,1.5,0,5.3,0,N
0,0,0,3,0,5.6,3,3,8,3,0,2,7,0.1,28.5,9,3.5,0,8.2,0,N
1,25,3,13,0,111.5,12,11,20,2,0,12,23,0.2,195,42,10.3,0,19,0,N
0,0,0,10,0,36.5,10,3,12,1,0,7,16,0.1,102.2,25,6.4,2,15.9,0,N
0,0,0,10,0,23.7,10,3,12,1,0,6,13,0.1,80,21,5.3,3,15,0,N
0,0,0,75,0,19897.1,75,167,77,1,0,42,417,0.7,4060.5,656,88.2,3,46,0,N
0,0,0,67,0,10770.4,67,108,69,1,0,40,285,0.5,2856.3,466,67.9,3,42.1,0,N
8,59.6,23,29,4,754.8,21,14,84,31,2.5,22,68,0.1,638.6,120,21.3,2,30,10,N
5,54.1,15,22,4,228.5,17,10,61,23,2,12,43,0.1,316.4,69,13,0,24.3,8,N
7,59.3,25,29,8,448.8,22,19,81,26,2,17,59,0.1,490.5,99,16.5,0,29.8,16,N
9,58.1,27,35,8,1011.9,26,19,93,30,2.3,23,83,0.1,760.3,141,24,1,31.7,18,N
0,61.5,8,5,2,37.1,5,5,22,8,2,7,16,0.1,104,26,6.4,0,16.2,4,N
8,63.3,23,26,12,374.5,18,25,72,22,2,19,54,0.1,469.1,93,14.4,0,32.7,24,N
9,53.1,17,32,10,413.3,23,20,80,30,2,18,59,0.1,478.2,94,15.6,1,30.7,20,N
0,54.2,13,11,4,65.7,11,10,37,12,2,13,23,0.1,180.9,40,6.5,0,27.7,8,N
15,64.1,78,67,14,3105.4,52,33,196,40,2.4,36,185,0.1,1726.5,296,32.4,0,53.3,34,N
9,65.6,52,41,6,1430,32,21,138,34,3.3,27,116,0.1,1022,184,25.2,0,40.6,20,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
5,52.6,15,23,8,914.5,18,14,63,24,2,13,59,0.1,509.5,101,32.3,1,15.8,16,N
2,57.9,9,10,2,257.1,8,8,35,15,2,11,33,0.1,279.7,61,16.6,1,16.9,4,N
2,57.1,14,14,2,517.2,12,8,49,19,3,11,48,0.1,390.1,83,23.9,4,16.4,6,N
23,56.4,52,81,22,4939.7,58,51,218,77,2.5,33,189,0.1,1866.5,320,47.6,1,39.2,54,N
6,42.3,16,36,8,1314.4,30,21,77,24,2,18,97,0.1,845,169,28,1,30.2,16,N
11,48,25,50,18,3708.9,39,37,114,38,2.6,13,119,0.1,991.9,189,67.3,1,14.7,46,N
25,46.6,44,104,30,7714,79,62,238,89,2.1,37,226,0.1,2375.7,399,58.5,1,40.7,64,N
5,57.9,17,21,6,479.6,16,17,66,27,2.3,12,48,0.1,394.7,83,21.9,1,18,14,N
1,50,9,11,0,144.6,10,3,34,13,0,13,39,0,279.7,61,9.3,2,30.1,0,N
24,55.2,56,89,24,4917.1,65,51,232,79,2.4,33,198,0.1,1901.5,326,46.6,1,40.9,58,N
26,45.9,47,112,32,7868.6,86,63,250,90,2.1,37,234,0.1,2423.4,407,58.5,1,41.5,68,N
5,61,20,21,6,323.6,16,16,69,27,2.3,11,46,0.1,339,73,17.2,1,19.7,14,N
5,48.7,14,25,8,893.5,20,18,60,20,2.8,12,77,0.1,564.3,115,28.5,1,19.8,22,N
2,42.9,10,18,0,217.6,16,8,48,19,0,14,41,0.1,307.2,62,12.8,1,24.1,0,N
1,8.5,3,44,0,709.2,43,17,83,35,0,28,89,0.2,733.2,128,17.4,1,42.1,0,N
1,64.3,17,11,186,3592.8,10,238,41,12,2,11,1063,2.3,4974.7,1085,13,0,382.7,372,N
2,52.9,7,10,2,94,8,7,30,12,3,9,24,0.1,167.4,37,10.1,1,16.6,6,N
2,52.9,7,10,2,94,8,7,31,13,3,9,24,0.1,167.4,37,10.1,1,16.6,6,N
0,75,15,5,2,30.5,5,5,32,11,2,6,15,0.1,91.4,24,6,1,15.2,4,N
10,46.8,27,52,8,1759.9,42,19,120,40,2.3,22,119,0.1,1032.5,194,30.7,1,33.7,18,N
3,60,12,13,2,106.1,10,7,44,18,2,10,25,0.1,187.3,42,10.2,1,18.4,4,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
4,62.2,19,18,6,238,14,13,75,30,2,11,34,0.1,280.5,62,15.3,0,18.4,12,N
5,59.1,21,23,8,436,18,16,84,39,2,18,54,0.1,461.6,90,17,0,27.2,16,N
9,63.2,70,55,12,2792.9,46,29,163,37,2.2,23,133,0.1,1208.2,220,41.6,0,29,26,N
7,51.6,9,22,8,365.9,15,14,59,27,2,12,43,0.1,357.6,77,18.4,0,19.4,16,N
1,72.2,25,11,6,106.1,10,13,51,14,2.3,11,25,0.1,194.5,43,9.8,0,19.8,14,N
0,28.6,6,15,0,285.5,15,2,30,8,0,2,43,0,183.5,71,28,0,6.6,0,N
4,48.4,26,36,12,3598,32,24,88,25,2,22,146,0.1,1318,240,49.1,0,26.8,24,N
7,60.9,46,41,18,1544.9,34,38,118,30,2.1,30,110,0.1,1121.3,203,24.8,0,45.2,38,N
6,61.9,33,30,6,4966.2,24,24,88,24,2,26,1076,0.1,6247.8,1107,14.3,0,436.7,12,N
0,66.7,10,5,2,17.7,5,6,22,6,2,4,8,0.1,53.2,16,6,2,8.9,4,N
0,50,5,5,2,7.2,5,6,18,6,2,4,9,0.1,43.2,13,3,2,14.4,4,N
1,83.3,19,5,0,8.3,4,2,36,11,0,3,7,0,36,12,4.2,1,8.6,0,N
0,76.5,13,4,0,7.8,4,3,31,13,0,3,7,0,34.9,11,4,0,8.7,0,N
0,45.5,10,12,0,75,12,2,33,10,0,6,24,0,144.7,38,9.3,1,15.5,0,N
3,14.3,0,21,0,555.4,18,26,44,2,0,13,50,0.2,427.5,88,23.4,2,18.3,0,N
0,0,0,17,0,547.3,17,27,21,3,0,16,59,0.3,500.4,101,19.7,1,25.4,0,N
0,0,0,11,0,232.6,11,14,13,1,0,11,42,0.3,319.8,74,13.1,1,24.4,0,N
0,0,0,11,0,317.2,11,18,15,3,0,11,41,0.3,320.4,69,17.8,2,18,0,N
1,4.2,0,24,0,338.6,23,15,27,2,0,15,52,0.2,408.1,84,14.9,2,27.3,0,N
0,0,0,15,0,140.1,15,2,21,5,0,11,44,0.1,288.9,68,8.7,3,33.1,0,N
0,0,0,15,0,151.2,15,2,21,5,0,10,44,0.1,283.6,68,9.6,3,29.5,0,N
0,0,0,10,0,80.5,10,2,12,1,0,8,27,0.1,171.7,42,8.4,1,20.4,0,N
0,0,0,16,0,198.7,16,5,19,2,0,12,44,0.1,312.1,69,11.5,2,27.2,0,N
0,0,0,15,0,160.1,15,2,17,1,0,12,45,0.1,307.5,70,9.4,3,32.8,0,N
0,0,0,18,0,252.4,18,5,21,2,0,14,53,0.1,385.4,83,11.8,3,32.7,0,N
0,0,0,12,0,70.8,12,9,15,2,0,9,21,0.2,152.9,36,8.3,3,18.4,0,N
0,0,0,11,0,70.8,11,9,14,2,0,9,21,0.2,152.9,36,8.3,3,18.4,0,N
0,0,0,14,0,500,14,21,21,5,0,21,65,0.2,574.5,112,15.7,0,36.7,0,N
0,0,0,23,0,826.3,23,19,25,1,0,14,72,0.2,569.7,115,26.1,1,21.8,0,N
0,0,0,36,10,513.7,36,17,43,4,2,16,59,0.1,471.9,92,19.6,2,24.1,20,N
0,8.1,3,34,2,463.6,34,11,46,7,2,17,58,0.1,479.2,95,17.4,1,27.5,4,N
0,7.7,3,36,2,532.6,36,13,48,7,2,18,66,0.1,539.3,106,17.8,1,30.3,4,N
1,20,0,5,0,10.8,4,3,9,2,0,6,9,0.1,55.5,15,3.5,1,15.9,0,N
0,0,0,5,0,24.1,5,2,8,1,0,2,13,0.1,54.3,21,8,0,6.8,0,N
0,30,6,14,0,234,14,3,28,6,0,8,51,0,312,78,13.5,0,23.1,0,N
1,5.7,6,117,16,5334.1,116,51,151,26,2,51,231,0.2,2274.9,354,42.2,1,53.9,32,N
2,10.4,3,45,10,598.2,43,19,59,9,2,22,82,0.1,672,129,16,1,41.9,20,N
4,10.5,0,38,4,810.1,34,12,50,10,2,31,127,0.1,1053.7,193,13.8,0,76.1,8,N
10,29.6,6,48,6,634.1,38,26,72,16,2.7,30,84,0.2,724,127,15.8,0,45.9,16,N
0,12.5,3,21,2,449.5,21,7,33,7,2,15,63,0.1,476,97,17,1,28,4,N
2,40,30,50,10,1914.6,48,19,95,13,2,24,127,0.1,1102.8,202,31.3,1,35.3,20,N
2,39.4,39,65,14,3348.9,63,30,125,19,2,20,146,0.1,1248,230,48.3,1,25.8,28,N
2,21.2,12,54,8,1065.8,52,21,99,22,2,18,93,0.1,734.7,140,26.1,1,28.1,16,N
1,29.6,12,32,6,384,31,15,52,6,2,16,61,0.1,460.7,93,15,1,30.7,12,N
0,0,0,11,2,38.6,11,6,14,1,2,7,17,0.1,108,27,6.4,2,16.8,4,N
0,0,0,6,0,10.8,6,3,8,0,0,6,9,0.1,55.5,15,3.5,1,15.9,0,N
0,0,0,6,0,10.8,6,3,8,0,0,6,9,0.1,55.5,15,3.5,1,15.9,0,N
0,0,0,6,0,10.8,6,3,8,0,0,6,9,0.1,55.5,15,3.5,1,15.9,0,N
0,0,0,5,0,9.1,5,3,7,0,0,5,8,0.1,46.6,13,3.5,0,13.3,0,N
0,0,0,6,0,10.8,6,3,8,0,0,6,9,0.1,55.5,15,3.5,1,15.9,0,N
0,0,0,5,0,9.1,5,3,7,0,0,5,8,0.1,46.6,13,3.5,0,13.3,0,N
0,0,0,6,0,12.6,6,3,8,0,0,7,10,0.1,64.7,17,3.5,1,18.5,0,N
0,0,0,5,0,10.8,5,3,7,0,0,6,9,0.1,55.5,15,3.5,1,15.9,0,N
5,29.6,35,100,24,4010.6,95,45,166,28,2.3,32,219,0.1,1913.1,334,37.7,2,50.7,54,N
0,21.2,7,26,6,296.1,26,13,46,11,2,11,53,0.1,361.9,80,14.7,1,24.6,12,N
5,37.6,36,73,16,3827.8,68,31,125,14,2.3,29,183,0.1,1632.5,285,42.2,1,38.7,36,N
2,37.6,36,65,14,3714.4,63,30,119,16,2,19,156,0.1,1299.6,241,51.5,1,25.3,28,N
5,42.2,22,42,8,803.4,37,19,82,16,2,21,85,0.1,703,133,20.6,1,34.2,16,N
0,0,0,5,0,9.1,5,3,8,1,0,5,8,0.1,46.6,13,3.5,0,13.3,0,N
0,0,0,10,0,58.3,10,2,12,0,0,5,28,0.1,145.8,46,7.2,0,20.3,0,N
3,31.9,64,146,42,10756.9,143,90,247,35,2.8,45,349,0.2,3344.1,542,57.9,1,57.8,116,N
4,33.5,60,131,38,9379.5,127,79,223,30,2.6,38,310,0.1,2886,481,58.5,1,49.3,98,N
0,0,0,8,2,49.3,8,6,14,3,2,5,13,0.1,92.5,25,9.6,2,9.6,4,N
2,33,67,142,38,6587.9,140,76,251,38,2,47,240,0.1,2638.9,432,44.9,3,58.7,76,N
1,31.8,6,16,2,134.8,15,7,28,4,2,15,36,0.1,275.8,58,8.8,0,31.3,4,N
1,58.8,9,8,0,18.6,7,4,23,4,0,7,14,0,83.8,22,4,0,20.9,0,N
0,0,0,4,0,5.3,4,2,7,1,0,3,7,0.1,31.7,10,3,1,10.6,0,N
0,20,3,12,0,248.8,12,2,18,1,0,2,36,0.1,162.8,58,27.5,0,5.9,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,17,0,1056,17,25,22,3,0,16,69,0.4,625.8,123,30.4,2,20.6,0,N
0,0,0,23,0,933.5,23,34,25,1,0,16,59,0.4,575.1,114,29.2,3,19.7,0,N
0,0,0,11,0,379.3,11,20,13,1,0,10,42,0.6,325.1,70,21,1,15.5,0,N
0,0,0,9,0,123,9,14,12,1,0,4,24,0.4,140.6,38,15.8,2,8.9,0,N
0,0,0,5,0,57.4,5,11,9,2,0,3,16,0.4,86,24,12,2,7.2,0,N
0,0,0,11,0,123,11,15,13,1,0,5,21,0.4,144.7,38,15.3,2,9.5,0,N
0,0,0,6,0,48.1,6,12,8,1,0,4,18,0.5,96.2,26,9,1,10.7,0,N
0,0,0,5,0,29.3,5,8,7,1,0,6,11,0.3,78.1,20,6.8,2,11.6,0,N
0,0,0,6,0,50.2,6,9,9,1,0,3,13,0.3,75.3,21,12,1,6.3,0,N
0,0,0,9,0,318.5,9,19,12,2,0,6,30,0.5,229.4,55,25,2,9.2,0,N
0,0,0,10,0,187.5,10,15,13,1,0,5,27,0.5,175.8,43,19.2,3,9.2,0,N
0,0,0,10,0,382.5,10,19,14,2,0,5,41,0.6,255,59,27,3,9.4,0,N
0,0,0,9,0,163.5,9,11,12,1,0,5,25,0.4,163.5,40,18,3,9.1,0,N
0,0,0,11,0,301.1,11,20,14,2,0,4,31,0.5,196.2,48,27.6,1,7.1,0,N
0,0,0,26,0,3379,26,45,31,3,0,19,147,0.6,1250.7,235,48.6,2,25.7,0,N
